ID,SMILES,Tb_rhodesiense
3053,C(C1C=CC(NC2NCCN=2)=CC=1)C1C=CC=CC=1,5.30980391997149
3241,CCCCCCCCCCC1(C(=O)C(CCCC)=C(O)O1)C,4.88605664769316
3664,CCCCCCCCCCC1(C(=O)C(CC)=C(O)O1)C,4.20760831050175
3895,CCCCCCC1(C(=O)C(C)=C(O)O1)C,3.60730304674033
3211,CC(NC(NC1C=NC(C2C=CC(C3N=CC(NC(NC(C)C)=N)=CC=3)=CC=2)=CC=1)=N)C,4.92445303860747
3132,CCOC(N=C(NC1C=NC(C2C=CC(C3N=CC(NC(=NC(OCC)=O)NC(C)C)=CC=3)=CC=2)=CC=1)NC(C)C)=O,5.08618614761628
3337,CCOC(N=C(NC1C=NC(C2C=CC(C3N=CC(NC(=NC(OCC)=O)NC)=CC=3)=CC=2)=CC=1)NC)=O,4.74957999769111
3653,CCOC(N=C(NC1C=NC(C2C=CC(C3N=CC(NC(=NC(OCC)=O)N)=CC=3)=CC=2)=CC=1)N)=O,4.21467016498923
2403,NC(NC1C=NC(C2C=CC(C3N=CC(NC(=N)N)=CC=3)=CC=2)=CC=1)=N,6.77211329538633
2370,CNC(NC1C=NC(C2C=CC(C3N=CC(NC(NC)=N)=CC=3)=CC=2)=CC=1)=N,6.87289520163519
2165,NC(C1OC(C2OC(C3NC4C(=CC=C(C(=N)N)C=4)C=3)=CC=2)=CC=1)=N,7.82390874094432
2814,CNC(C(N(C(C(NCCC1C2C(=CC=CC=2)NC=1)=O)CC1C=CC=CC=1)C)=O)CC(C)C,5.80410034759077
3747,O=C(C1C=CC=CC=1)NC1C=CC(NC2NCCN=2)=CC=1,4.02365002099673
3540,CC1C(NC2N=C(NC3C(C)=CC(C#N)=CC=3)N=CC=2)=CC=C(C#N)C=1,4.40044440901402
234,N(C1N=C(NC2C=CC=CC=2)N=CC=1)C1C=CC=CC=1,5.59687947882418
3001,N#CC1C=CC(NC2N=C(NC3C=CC(C#N)=CC=3)N=CC=2)=CC=1,5.39794000867204
248,CC1C=C(C)C(NC2N=C(NC3C(C)=CC(C)=CC=3C)N=CC=2)=C(C)C=1,5.41566877563247
3364,CC1C=C(C)C(NC2N=C(NC3C=CC(C#N)=CC=3)N=CC=2)=C(C)C=1,4.70996538863748
3909,FC1C=CC(C(OC(COC2C=CC=CC=2)=O)CN2C=NC=C2)=CC=1,3.53194820854576
2075,NC(C1OC(C2SC(C3NC4C(=CC=C(C(=N)N)C=4)C=3)=CC=2)=CC=1)=N,8.39794000867204
2641,CN1CCN(CC(NC2C3C(C4C=CC=CC=4)CC(N4CCCCC4)(CC3C3C=CC=CC=3)C2)=O)CC1,6.16115090926274
3722,N=C(C1C=CC(C2C=CC=CC=2)=CC=1)NC1C=CC(OC2C=CC=C(OC3C=CC(NC(C4C=CC(C5C=CC=CC=5)=CC=4)=N)=CC=3)C=2)=CC=1,4.08460016478773
3267,C(OC1C=C(C2NC3C(=CC=CC=3)N=2)C=CC=1)OC1C=CC=C(C2NC3C(=CC=CC=3)N=2)C=1,4.84771165561694
3139,COC1C=C(C=CC2C=C(OC3C=CC=CC=3)C=CC=2)OC(=O)C=1,5.05551732784983
3494,COC1C=C(C=CC2C=C(OC3C=CC(C(C)(C)C)=CC=3)C=CC=2)OC(=O)C=1,4.46852108295774
2709,CC1C(C(NC2N=CC=C(C3C=CC=CC=3)C=2)=O)=CC=CC=1,6.01322826573375
302,NC1N=C(N)N=C(NCCCNCCCCNCCCNC2N=C(N)N=C(N)N=2)N=1,3.79588001734407
2851,ClC1C=C2C(OC3C(N=C2N2CCNCC2)=CC=CC=3)=CC=1,5.7281583934635
3511,OC(C1C(=O)C2C(=CC(=C(C=2)F)N2CCNCC2)N(C2CC2)C=1)=O,4.44478459487393
2422,O=C(C1C=CSC=1)NCCC1SC=C(C2C=CC=CC=2)N=1,6.72124639904717
2307,NCCN1C2C(C3C=CC(Cl)=CC=3)CC(N3CCCCC3)(CC2C2C=CC(Cl)=CC=2)CC1,7.11918640771921
2716,NC(CN1C2C(C3C=CC(Cl)=CC=3)CC(N3CCCCC3)(CC2C2C=CC(Cl)=CC=2)CC1)=O,6.00436480540245
2635,OCCN1C2C(C3C=CC(Cl)=CC=3)CC(N3CCCCC3)(CC2C2C=CC(Cl)=CC=2)CC1,6.17392519729917
2393,ClC1C(Cl)=CC(C2C3NCCC(N4CCCCC4)(CC3C3C=C(Cl)C(Cl)=CC=3)C2)=CC=1,6.79588001734407
2887,CCOC(CN1C2C(C3C=CC(Cl)=CC=3)CC(N3CCCCC3)(CC2C2C=CC(Cl)=CC=2)CC1)=O,5.65955588515988
2049,ClC1C2OCC=CCOC3C(C(NC(C(NC4(C#N)CC4)=O)CC(=CC=2)C=1)=O)=CC1C(=CC=CC=1)C=3,9.30102999566398
111,C1CN=C(C2C=CC(C3OC(C4C=CC(C5NCCCN=5)=CC=4)=CC=3)=CC=2)NC1,7.48148606012211
3163,ClC1C=C(Cl)C(C(C2C(C3C=CC(C4C=CN=CC=4)=CC=3)=CNC=2)N2C=NC=C2)=CC=1,5.01144104312138
3371,OC1(C#CC2C=C3C(C=CN3)=CC=2)C2CCN(CC2)C1,4.70114692359029
2058,O=C(C1C=CC(C2NC3C(=CC=C(C4NCCN=4)C=3)C=2)=CC=1)NCC1C=CC(C2NCCN=2)=CC=1,8.82390874094432
2663,CC1C(C)C(O)C(C)C=CC=CC=CC=CC=CC=CC=CC(OC2C(O)C(N)C(O)C(O)O2)CC2OC(CC(C2C(=O)O)O)(O)CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)O1,6.11918640771921
2948,CC1C(O)C(N)C(O)C(OC2C=CC=CC=CC=CC=CC=CC=CC(C)C(O)C(C)C(C)OC(=O)CC(O)CC(O)CCC(O)C(O)CC(O)CC3(CC(C(C(=O)O)C(O3)C2)O)O)O1,5.55284196865778
3786,CC1C(=O)NC(=O)N(C2C=CC(CO)O2)C=1,3.92252308049566
3543,NS(NC(OCC1C=CC(N2C(=O)NC(=O)C=C2)O1)=O)(=O)=O,4.39794000867204
3699,OCC1C=CC(N2C(=O)NC(=O)C=C2)O1,4.14266750356873
3701,CC([Si](OCC1C=CC(N2C(=O)NC(=O)C=C2)O1)(C)C)(C)C,4.13667713987954
3776,CCCCCCCCCCCCCCCC(OCC1C=CC(N2C(=O)NC(=O)C=C2)O1)=O,3.94692155651658
2686,CN1CCN(CC(OC2C3C(C4C=CC=CC=4)CC(N4CCCCC4)(CC3C3C=CC=CC=3)C2)=O)CC1,6.06048074738138
279,COC1C(C(C2C=CC=CC=2)N2C=NC=C2)=CC2C(=CC=C(C=2)Br)N=1,5.07417242537526
3415,FC(C1C=CC(N2CCN(CC(N3CCN(C4C=CC(C(F)(F)F)=CC=4)CC3)=O)CC2)=CC=1)(F)F,4.60906489289662
3426,ClC1C(Cl)=CC(N2CCN(CC(N3CCN(C4C=C(Cl)C(Cl)=CC=4)CC3)=O)CC2)=CC=1,4.58509347170497
3229,ClC1C=CC(N2CCN(CC(N3CCN(C4C=CC(Cl)=CC=4)CC3)=O)CC2)=CC=1,4.89928491342692
3432,CC1C=CC(N2CCN(CC(N3CCN(C4C=CC(C)=CC=4)CC3)=O)CC2)=CC=1,4.58004425151024
3234,O=C(N1CCN(C2C(C#N)=CC=CC=2)CC1)CN1CCN(C2C(C#N)=CC=CC=2)CC1,4.89312945552135
2121,CN1C2C(=CC(=CC=2)NC2NCCN=2)C(=O)C2C1=CC=C(C=2)NC1NCCN=1,8.15490195998574
2300,O=C1C2C(=CC=C(C=2)NC2NCCN=2)NC2C1=CC(=CC=2)NC1NCCN=1,7.16115090926274
2688,CC(OCC1C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)C(N2C3C(=CC(=CC=3)Br)C(=C3C4C(=NC=CC=4)NC3=O)C2=O)O1)=O,6.05551732784983
2978,CC(OCC1C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)C(N2C3C(=CC=CC=3)C(=C3C4C(=NC=CC=4)NC3=O)C2=O)O1)=O,5.44733178388781
2725,CC(OCC1C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)C(N2C3C(=CC=CC=3)C(=C3C4C(=NC=C(C=4)Br)NC3=O)C2=O)O1)=O,5.99567862621736
2912,C(CN=C(NC1CCCCC1)NC1CCCCC1)CNCCN=C(NC1CCCCC1)NC1CCCCC1,5.61978875828839
3486,CCOC(CC1C=CC(C#CC2C3CC(CO)N(CC3)C2)=CC=1)=O,4.4907974776689
3829,OC(C1C=CC(C#CC2(C3CCN(CC3)C2)O)=CC=1)=O,3.83475567387469
3897,CCOC(CC1C=CC(C#CC2(C3CCN(CC3)C2)O)=CC=1)=O,3.58871708698262
3068,CCOC1C=CC(C#CC2(C3CCN(CC3)C2)O)=CC=1,5.26760624017703
2834,CCOC(C1C=CC(C#CC2C3CC(CO)N(CC3)C2)=CC=1)=O,5.76955107862173
2570,CCCCCCOC1C=CC(C#CC2(C3CCN(CC3)C2)O)=CC=1,6.30102999566398
3342,COC1C=CC(C#CC2(C3CCN(CC3)C2)O)=CC=1,4.73518217699046
3469,COC(C1C=C(C#CC2(C3CCN(CC3)C2)O)C(N)=CC=1)=O,4.51144928349956
3622,OC1C=CC(C#CC2(C3CCN(CC3)C2)O)=CC=1,4.27572413039921
3149,CC1C=C(C)C=C(C#CC2(C3CCN(CC3)C2)O)C=1,5.03621217265444
3668,CC1C(C#CC2(C3CCN(CC3)C2)O)=CC(N)=CC=1,4.20481541031758
2970,CCOC(C1C=CC(C#CC2(C3CCN(CC3)C2)O)=CC=1)=O,5.48148606012211
2882,CN(C12CC(C3C=CC=CC=3)C(CN(C(CN3CCCC3)=O)C1)C(C1C=CC=CC=1)C2)C,5.66554624884907
3048,O=C(C1C=C2C(OCO2)=CC=1)C=CC1C=NC=CC=1,5.31605286924849
3569,CC(OC1C(C2OC(C3C(OC(C)C)=CC(NC(C4SC=C(Br)C=4)=N)=CC=3)=CC=2)=CC=C(NC(C2SC=C(Br)C=2)=N)C=1)C,4.35753547975788
3326,CC(OC1C(C2OC(C3C(OC(C)C)=CC(NC(C4SC(Br)=CC=4)=N)=CC=3)=CC=2)=CC=C(NC(C2SC(Br)=CC=2)=N)C=1)C,4.76955107862173
2708,BrC1C=CC=C(C(C=CC2C=CC=CC=2)=O)C=1,6.01772876696043
2509,NC(C1C=C2C(OC(C3C=CC(OCCCCCOC4C=CC=CC=4)=CC=3)=C2)=CC=1)=N,6.43297363384094
2474,CC(NC(C1C=C2C(OC(C3C=CC(OCCCCCOC4C=CC=CC=4)=CC=3)=C2)=CC=1)=N)C,6.51999305704285
2598,CC(NC(C1C=C2C(C=C(C3C=CC(OCCCCCOC4C=CC=CC=4)=CC=3)O2)=CC=1)=N)C,6.25414480482627
2476,NC(C1C=C2C(C=C(C3C=CC(OCCCCCOC4C=CC=CC=4)=CC=3)O2)=CC=1)=N,6.50445566245355
3651,C(C1C=CC=CC=1)C1C2CCN(CC2)C1,4.21752737583371
2917,C(C1C=CC2C(=CC=CC=2)C=1)C1C2CCN(CC2)C1,5.60205999132796
3452,CC(CN(S(C1C=CC(N)=CC=1)(=O)=O)CC(C(NC(OC1COCC1)=O)CC1C=CC=CC=1)O)C,4.54546001503518
2258,NC(NC1C=CC(CCC2C=CC(NC(=N)N)=CC=2)=CC=1)=N,7.34678748622466
3374,NCCCCC(NC1C=CC(CCC2C=CC(NC(=N)N)=CC=2)=CC=1)=O,4.69464863055338
3246,NCCCC(NC1C=CC(CCC2C=CC(NC(=N)N)=CC=2)=CC=1)=O,4.87614835903291
3542,COC1C=C(OC)C(Cl)=C2C=1C(C1(C(OC)=CC(=O)CC1C)O2)=O,4.39826585173989
2962,CN1CCN(C23CC(C4C=CC=CC=4)C(C(C4C=CC=CC=4)C2)C(NC(CCN2CCCC2)=O)C3)CC1,5.50863830616573
2942,CN(C12CC(C3C=CC=CC=3)C(C(C3C=CC=CC=3)C1)C(NC(CCN1CCN(C)CC1)=O)C2)C,5.56224943717961
306,N(CCC1N=C(C2C=CC(F)=CC=2)NN=1)C(C1C=CC=C(F)C=1)=O,5.65364702554936
3814,COC1C=C(CC(NCCOCCNC2C3N=CN(C4C(O)C(O)C(CO)O4)C=3N=CN=2)=O)C=CC=1,3.87975520445363
3146,COC1C(OC)=CC(CC(NCCOCCNC2C3N=CN(C4C(O)C(O)C(CO)O4)C=3N=CN=2)=O)=CC=1,5.03621217265444
3600,OCC1C(O)C(O)C(N2C3N=CN=C(NCCOCCNC(CC4C(Cl)=CC=CC=4Cl)=O)C=3N=C2)O1,4.30364361126667
3812,COC1C=C2C(C=C(C(NC(C3C(O)=CC=CC=3)=O)=O)C=C2)=CC=1,3.88370198363242
3741,OC1C(C(NC(C2C=C3C(C=CC=C3)=CC=2)=O)=O)=CC=CC=1,4.04938204524002
124,CC1C=C(Cl)C(OC2N=C(NC3C=CC(C#N)=CC=3)N=C(N)N=2)=CC=1,7.0
256,CC1C=C(Cl)C(OC2N=C(NC3C=CC(C#N)=CC=3)N=C(Cl)N=2)=CC=1,5.34390179798717
214,CC1C(OC2N=C(NC3C=CC(C#N)=CC=3)N=C(Cl)N=2)=C(C)C=C(Cl)C=1,5.78251605578609
