ID,SMILES,T.cruzi,Tb.brucei,Tb.rhodesiense
3166,OC1=CC=CC=C1C(=O)NC(=O)C1=CC=C(C=C1)C(F)(F)F,,,0.0
7838,[H]N(C(=O)C([H])([H])N1N=NC(=N1)C1=C([H])C([H])=C(C([H])=C1[H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C1=C(C([H])=C([H])C(=C1[H])C([H])([H])[H])C([H])([H])[H],0.0,,
2344,C1CN=C(NC2=CC=C(OC3=CC=C(NC4=NCCN4)C=C3)C=C2)N1,,,1.0
5339,[H]C1=C([H])C(=C([H])C(C#N)=C1[H])C(=O)N(C1=NN=C(S1)C1([H])C([H])([H])OC([H])([H])C1([H])[H])C([H])([H])[H],0.0,,
8979,[H]C1=C([H])C2=C(C([H])=C1[H])N(C(=N2)C([H])([H])C1=NC2=C(C([H])=C([H])C([H])=C2[H])N1C([H])([H])[H])C([H])([H])[H],0.0,,
2925,NC(=N)NCCCN(CCNC(N)=N)CCC1=CC=CC=C1,,,1.0
7862,[H]N(C(=O)C([H])=C([H])C1=C([H])C([H])=C([H])O1)C([H])([H])C([H])([H])OC1=C([H])C(=C(C([H])=C1[H])C([H])([H])[H])C([H])([H])[H],0.0,,
7512,[H]N(C(=O)C([H])([H])C([H])([H])N1N=NN=C1[H])C1=C([H])C(Cl)=C(Cl)C([H])=C1[H],0.0,,
848,CC1=CC=C(NC2=NC(N)=NC(NC3=CC=C(C=C3)C#N)=N2)C(Cl)=C1,,1.0,
240,FC1=CC=C(CN2C=CC=C(C(=O)NC3=CC=NC=C3)C2=O)C=C1,1.0,0.0,
1568,COC1=CC=C(OC)C(CC(=O)NCCCNCCCCNCCCNC(=O)CC2=CC(OC)=CC=C2OC)=C1,,,0.0
4746,[H]N(C(=O)C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C1([H])C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C([H])(C1=NC([H])=C([H])N=C1[H])C1=C([H])C([H])=C(C([H])=C1[H])C(F)(F)F,1.0,,
267,CC1=CC(NC(=O)CSC2=NN3C(C=C2)=NN=C3C2=CC=CS2)=NO1,0.0,0.0,
7459,[H]N=C(N([H])N1C([H])=NN=C1[H])C([H])([H])C1=C([H])C([H])=C(OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],0.0,,
3987,[H]N(C(=O)C1=C([H])N(N=C1C(F)(F)F)C([H])([H])[H])C1([H])C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C([H])(C1=C([H])N=C([H])C([H])=C1[H])C1=C([H])C([H])=C(C#N)C([H])=C1[H],1.0,,
5828,[H]N(C(=O)C([H])([H])N1C(=O)C2=C(C([H])=C([H])C([H])=C2[H])C1=O)C1=C([H])C([H])=C(C([H])=C1[H])S(=O)(=O)N([H])C([H])([H])C1([H])OC([H])([H])C([H])([H])C1([H])[H],0.0,,
2310,NC(=O)CC(N1CSC(=S)N(CCCCCCN2CN(CSC2=S)C(CC(N)=O)C(O)=O)C1)C(O)=O,,,1.0
7174,[H]N(C(=O)C([H])([H])OC(=O)C([H])=C([H])C1=C([H])C([H])=C([H])S1)C1=NC(=C([H])S1)C1=C([H])C([H])=C([H])C([H])=C1[H],0.0,,
4181,[H]OC(C1=C([H])N=C([H])C([H])=C1[H])(C1=C([H])C([H])=C(Cl)C([H])=C1[H])C1=C([H])C(F)=C([H])C([H])=C1[H],1.0,,
1850,CN1N=CC(=N1)C(=O)NC(CC1=CC=C(OC(F)(F)F)C(Cl)=C1)C(=O)NC1(CC1)C#N,,,1.0
4378,[H]N(C([H])(C1=C([H])N=C([H])C([H])=C1[H])C1=C([H])C([H])=C(C([H])=C1[H])C(F)(F)F)C1([H])C([H])([H])C([H])([H])N(C(=O)C2=C(ON=C2[H])C([H])([H])[H])C([H])([H])C1([H])[H],1.0,,
5216,[H]ON=C(N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C1=C(OC([H])([H])[H])C([H])=C([H])C([H])=C1[H],0.0,,
1156,CCCC(=O)OC1C(O)C=C2CCN3CC4=CC5=C(OCO5)C=C4C1C23,,1.0,
5039,[H]N(C(=O)C1=C([H])C([H])=C(C([H])=C1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1=C2C(=NN1C1=C([H])C(Cl)=C([H])C([H])=C1[H])C([H])([H])SC2([H])[H],0.0,,
7927,[H]N([H])C1=NC([H])=NN1C(=S)N([H])C([H])([H])C(=O)OC([H])([H])C([H])([H])[H],0.0,,
3343,[H]N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1([H])C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C([H])(C1=C([H])N=C([H])C([H])=C1[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H],1.0,,
2393,COC1=CC(=CC=C1C1=CN(N=N1)C1=CC=CC(=C1)C1=NCCN1)C1=NCCN1,,,1.0
8497,[H]OC1=C(C([H])=C([H])C(=O)C2=C([H])C([H])=C([H])O2)C([H])=C([H])C([H])=C1[H],0.0,,
3231,[O-][N+](=O)C1=CN2CC(CSC2=N1)OC1=CC=C(C=N1)C(F)(F)F,,,0.0
6184,[H]N(C(=O)C([H])=C([H])C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])[H])C1=NOC(=C1[H])C([H])([H])[H],0.0,,
2876,COC1=CC=C2NC(=NC2=C1)[S+]([O-])CC1=NC=C(C)C(OC)=C1C,,,0.0
8211,[H]C1=C(OC(=C1C(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])P(=O)(OC([H])([H])C([H])([H])[H])OC([H])([H])C([H])([H])[H],0.0,,
2249,CC(=O)OC1C\C=C(C)/CC(OC(=O)C2=COC=C2)C2C(OC(=O)C2=C)\C=C1\C,,,1.0
3884,[H]OC(C1=C([H])N=C([H])C([H])=C1[H])(C1=C([H])C([H])=C(Cl)C([H])=C1[H])C1=C([H])C(=C([H])C([H])=C1[H])C(=O)N([H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],1.0,,
7596,[H]N1C(=O)C([H])([H])C([H])(C2=C([H])C([H])=C(O2)C([H])([H])[H])C(C#N)=C1SC([H])([H])C(=O)OC([H])([H])[H],0.0,,
6951,[H]C1=C([H])C([H])=C(C([H])=C1[H])N1C([H])([H])C([H])([H])N(C(=O)C2=C3C([H])=C([H])C([H])=C4C(=O)N(C5=C([H])C([H])=C([H])C(=C5[H])C(F)(F)F)C(=O)C(C([H])=C2[H])=C34)C([H])([H])C1([H])[H],0.0,,
4240,[H]C1=C([H])C(=C(N=C2N=C(SC([H])([H])[H])N(C3=C([H])C([H])=C(Cl)C([H])=C3[H])C22C([H])([H])C([H])([H])C([H])(C([H])([H])C2([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(=C1[H])C([H])([H])[H])C([H])([H])[H],0.0,,
251,ClC1=CC=C(NC(=O)CCC2=CSC(NC(=O)C3=CC=CO3)=N2)C=C1,1.0,0.0,
5900,[H]OC([H])(C1=C([H])C2=C(C([H])=C([H])N2[H])C([H])=C1[H])C([H])([H])N1C([H])([H])C([H])([H])N(C2=C(OC([H])([H])[H])C([H])=C([H])C([H])=C2[H])C([H])([H])C1([H])[H],0.0,,
2586,NC(=NO)C1=CC=C(C=N1)C1=CN=CC(=N1)C1=CC=C(N=C1)C(N)=NO,,,0.0
3220,OC(=O)C1=CC(=CC=C1OCCCCCOC1=CC=C(C=C1C(O)=O)C1=NCCN1)C1=NCCN1,,,0.0
3313,[H]N(C1=NC(=C([H])S1)C1=NC([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C([H])C(=N1)C([H])([H])[H],1.0,,
8332,[H]N(C(=S)N(C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C([H])([H])C#N)C1=C([H])C([H])=C(F)C([H])=C1[H],0.0,,
8919,[H]OC1=C(O[H])C([H])=C(C([H])=C([H])C(=O)N([H])C(=O)C2=C(O[H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],0.0,,
7292,[H]N(C(=S)N1C([H])([H])C([H])([H])N(C(=O)C2([H])OC([H])([H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H])C1=C([H])C([H])=C([H])C([H])=C1[H],0.0,,
7033,[H]N(C(=O)C([H])([H])OC1=NN=C([H])C2=C1C([H])=C([H])C([H])=C2[H])C1=C(C([H])=C(C([H])=C1C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],0.0,,
6758,[H]N(C(=S)N([H])C1=C([H])C([H])=C(Br)C([H])=C1[H])C1=C([H])C([H])=C(F)C([H])=C1[H],0.0,,
2007,CC1=CC(C)(C)N(CC2=CC=C(C=C2)C(F)(F)F)C2=CC=C(OCC3=CC=C(C=C3)C(F)(F)F)C=C12,,,0.0
90,CCSC1=NN=C(C2=C1N=C(C)S2)C1=CC=CC=C1,1.0,1.0,
405,CN(CC=CCN)CC1OC(C(O)C1O)N1C=NC2=C(N)N=CN=C12,,1.0,1.0
1024,COC1=CC=C(C=C1OCC1=CC=CC=C1)C1=NN(C)C(=O)C1(C)C,,0.0,
1443,[O-][N+](=O)C1=CN(C=N1)C1=CC=CC(Br)=C1,,,1.0
1008,[O-][N+](=O)C1=C(CS(=O)(=O)C2=CC=CC=C2)N=C2N1C=C(Cl)C=C2C1=CC=CC(F)=C1,,1.0,
2247,CC(=O)OC1C\C=C(C)/CC(OC(=O)C(CO)=CCO)C2C(OC(=O)C2=C)\C=C1\C,,,1.0
7841,[H]N(C(=O)C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])[H])C1=C([H])C(C(=O)C([H])([H])[H])=C(OC1=O)C([H])([H])[H],0.0,,
2197,OCC1OC(C(O)C1O)N1C=NC2=C1N=CN=C2NCCOCCNC(=O)CCCC1=CC=CC=C1,,,1.0
595,CC1=CC(C)=C(NC2=NC(NCCNC3=NC(NC4=CC=C(C=C4)C#N)=NC(NC4=C(Br)C=C(C)C=C4Br)=N3)=NC(NC3=CC=C(C=C3)C#N)=N2)C(C)=C1,,1.0,1.0
7194,[H]C([H])=C([H])C([H])([H])N1C(=O)N([H])C(SC1=C(C#N)C1=NN=C(N1C1=C([H])C([H])=C([H])C([H])=C1[H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])(C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H])C(F)(F)F,0.0,,
7650,[H]C1=NN2C(=N1)N=C(C(=C2N1C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])S(=O)(=O)C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],0.0,,
5707,[H]N([H])C(=O)C1([H])SC([H])([H])C([H])([H])N1C1=C(OC([H])([H])[H])C([H])=C([H])C([H])=C1[H],0.0,,
5857,[H]N(C(=O)C1=C([H])C([H])=C(Br)S1)C1=NC2=C(S1)C([H])=C(OC([H])([H])[H])C([H])=C2[H],0.0,,
8456,[H]OC([H])(C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C12C([H])([H])C3([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])C(C([H])([H])[H])(C3([H])[H])C1([H])[H])C2([H])[H],0.0,,
4859,[H]N(C([H])([H])C1=C([H])OC(=N1)C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C1([H])C2([H])C([H])([H])C3([H])C([H])([H])C([H])(C2([H])[H])C([H])([H])C1([H])C3([H])[H],0.0,,
2625,NC(=N)C1=CC=C(S1)C1=CC2=CC=C(C=C2N1)C(N)=N,,,1.0
4490,[H]OC(C1=C([H])N=C([H])C([H])=C1[H])(C1=C([H])C([H])=C(Cl)C([H])=C1[H])C1=C(OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C([H])C([H])=C1[H],1.0,,
451,CCCC(=O)ON=C1C2=CC=CC=C2C2=C1C(=NC1=CC=C(Br)C=C21)N1C=CN=C1,,1.0,1.0
5706,[H]C1=C(N(N=C1C([H])([H])[H])C(=O)C1([H])N(C([H])([H])C([H])([H])C1([H])[H])S(=O)(=O)C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])[H])C([H])([H])[H],0.0,,
8966,[H]OC1=C(C(=O)C2=C([H])C([H])=C([H])O2)C([H])(N(C2=NOC(=C2[H])C([H])([H])[H])C1=O)C1=C([H])C([H])=C([H])C(Cl)=C1[H],0.0,,
1909,CC(=O)OC1=CC=C2N(CC3=CC=CC=C3)C(C)(C)C=C(C3=CC=CC=C3)C2=C1,,,1.0
4848,[H]N(C1=C([H])C2=C(C([H])=C1[H])N(C(=O)C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])S(=O)(=O)C1=C([H])C([H])=C(F)C([H])=C1[H],0.0,,
3228,COC1=CC(=O)OC(=C1)C1C(C2C(OC)=CC(=O)OC12C=CC1=CC=CC(OC2=CC=C(C=C2)C(C)(C)C)=C1)C1=CC=CC(OC2=CC=C(C=C2)C(C)(C)C)=C1,,,0.0
784,NC(CCC(=O)NC(CSC(=O)C1=CC=C(Br)C=C1)C(=O)NCC(O)=O)C(O)=O,,0.0,
6209,[H]N(C(=S)OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C([H])C([H])=C1[H],0.0,,
261,COC(=O)C1=CC=C(CSC2=CC=C(NC(=O)C(C)C)N=N2)O1,0.0,0.0,
767,CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12,,1.0,
5729,[H]N(C(=O)C1=C([H])C([H])=C(C([H])=C1[H])S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C1=NN=C(O1)C([H])([H])OC([H])([H])[H],0.0,,
5337,[H]N(C(=O)C([H])([H])C1=C([H])C([H])=C([H])S1)C1=C([H])C2=C(C([H])=C1[H])C([H])([H])OC2=O,0.0,,
7485,[H]OC(=O)C1=C([H])C([H])=C(N([H])C2=NC(=C(S2)C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])([H])[H])C([H])=C1[H],0.0,,
2482,COC1=CC(=CC(Br)=C1OCC1=CC=CC(=C1)C(N)=NO)C(N)=NO,,,0.0
652,CNC1=NC(NC)=NC(CN(CCCNCCCCCCCCCCCCNCCCN(CC2=NC(NC)=NC(NC)=N2)CC2=NC(NC)=NC(NC)=N2)CC2=NC(NC)=NC(NC)=N2)=N1,,1.0,1.0
7066,[H]N(C(=S)C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H])C([H])([H])S(=O)(=O)C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])[H],0.0,,
5338,[H]C([H])([H])C([H])([H])C([H])(N1C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C1=NN=NN1C([H])(C([H])([H])[H])C([H])([H])[H],0.0,,
7861,[H]C1=C([H])C2=C(C([H])=C1[H])N(C([H])(C([H])([H])[H])C([H])([H])O2)S(=O)(=O)C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H],0.0,,
4084,[H]N(C(=O)C1=C(N([H])N=C1C([H])([H])[H])C([H])([H])[H])C1([H])C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C([H])(C1=C([H])N=C([H])C([H])=C1[H])C1=C([H])C([H])=C(C#N)C([H])=C1[H],1.0,,
373,COC1=CC=CC(=C1)C1=CC(CC(=O)NCC2=C(F)C=CC=C2F)=NO1,0.0,0.0,
6256,[H]N(C(=S)N([H])C([H])([H])C1=C([H])C([H])=C([H])S1)C1=C(C(=C([H])C([H])=C1[H])C([H])([H])[H])C([H])([H])[H],0.0,,
2627,NC(=N)C1=CC=C(C=C1)C1=CC2=CC(=CC=C2N1)C(N)=N,,,1.0
6308,[H]N(C1=NC2=C(C([H])=N1)C(=O)C([H])([H])C([H])(C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])[H])C2([H])[H])C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H],0.0,,
7498,[H]OC1=C([H])C(=C(N([H])C2=NC(=C([H])S2)C2=C([H])C([H])=C([H])S2)C([H])=C1[H])C([H])([H])[H],0.0,,
3175,CCC1=CC=C(C=C1)C(=O)NC(=O)C1=CC=CC=C1O,,,0.0
2931,CN(CCN)CCCN,,,0.0
1395,CC(CCC=C(C)C)C1CC=C(C)C(O)C1O,,,0.0
2663,O=C1CC2(CC(C(N1)C(C2)C1=CC=CC=C1)C1=CC=CC=C1)N1CCOCC1,,,0.0
8000,[H]N(C(=O)C([H])([H])OC(=O)C([H])([H])[H])C1=C(C([H])=C([H])C([H])=C1C([H])([H])[H])C([H])([H])[H],0.0,,
3784,[H]N([H])C1=NC(=NC2=C1C([H])=C([H])C([H])=C2[H])N([H])C1=C([H])C([H])=C([H])C(OC([H])([H])[H])=C1[H],0.0,,
1640,CC1=CC=C(C=C1)C(N1C=CN=C1)C1=CN(C=C1)C1=CC=C(F)C=C1,,,0.0
2593,NC(=NO)C1=CC=C(C=C1)C1=CN=CC(=N1)C1=CC=C(C=N1)C(N)=NO,,,1.0
3017,CCCCCCCCCCC1(C)SC(=O)C(CCC)=C1OCC=C,,,0.0
3811,[H]C1=NC([H])=C(C([H])=C1[H])N(C1=C([H])C([H])=C(Cl)C([H])=C1[H])C1([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H],1.0,,
2219,CN(C)C12CC(C(NCC1)C(C2)C1=CC=CC2=CC=CC=C12)C1=CC=CC2=CC=CC=C12,,,1.0
977,CCCCN1C=C(C(=O)NCC2=CC=C(F)C=C2F)C(=O)C2=CC(F)=C(C=C12)N1CCOCC1,,1.0,
4132,[H]N([H])S(=O)(=O)C1=C([H])C([H])=C(N([H])C2=NC3=C(C([H])=N2)C([H])=C([H])C([H])=C3OC2([H])C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])C([H])=C1[H],1.0,,
7858,[H]C1=C([H])C(=C([H])C([H])=C1C([H])([H])[H])S(=O)(=O)C1=C(C(=O)C([H])([H])[H])C([H])([H])S(=O)(=O)C1([H])[H],0.0,,
8295,[H]C1=C([H])C([H])=C([H])C(=N1)C1=NC(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])=C(Cl)C(=N1)C([H])([H])[H],0.0,,
225,CCOC(=O)C1=C(C)N=C(NC2=NC3=C(F)C=CC=C3S2)S1,0.0,0.0,
7070,[H]OC([H])(C([H])([H])N([H])C(=O)N([H])C(=C(Cl)Cl)C1=C([H])C(F)=C(C([H])=C1[H])C([H])([H])[H])C([H])([H])C([H])([H])[H],0.0,,
2435,COC1=CC(=CC=C1C1=CN(N=N1)C1=CC=C(C=C1)C(N)=N)C(N)=N,,,1.0
4548,[H]N(C(=O)N1C([H])([H])C([H])([H])C([H])(N([H])C([H])(C2=C([H])N=C([H])S2)C2=C([H])C([H])=C(C([H])=C2[H])C(F)(F)F)C([H])([H])C1([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],1.0,,
7516,[H]N([H])S(=O)(=O)C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C([H])([H])N([H])S(=O)(=O)C1=C([H])C([H])=C([H])C([H])=C1[H],0.0,,
2844,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,,,1.0
1411,CNC(CC(C)C)C(=O)N(C)C(CC1=CC=CC=C1)C(=O)NCCC1=CNC2=CC=CC=C12,,,1.0
2367,O=C(NC1=CC=C(NC2=NCCN2)C=C1)C1=CC=C(NC2=NCCN2)C=C1,,,1.0
6075,[H]N(C(=O)C1([H])C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])S(=O)(=O)C([H])([H])[H])C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H],0.0,,
8141,[H]OC1(N(N=C(C([H])([H])[H])C1([H])[H])C(=O)C1=C(OC([H])=C1[H])C([H])([H])[H])C(F)(F)F,0.0,,
2949,OP(O)(=O)C(NC1=CC=C(Cl)C=N1)P(O)(O)=O,,,0.0
5809,[H]C1=C([H])C(=C([H])C([H])=C1N1N=NN=C1SC([H])([H])C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C(OC([H])([H])[H])=C1[H])C([H])([H])[H],0.0,,
5514,[H]N([H])C1=C(C#N)C2(C(=O)N([H])C3=C2C([H])=C([H])C([H])=C3C([H])([H])[H])C(C(=O)OC([H])([H])[H])=C(O1)C([H])([H])C(=O)OC([H])([H])[H],0.0,,
6292,[H]N(C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H])C1=C([H])C(=O)OC2=C1C([H])=C([H])C([H])=C2[H],0.0,,
5927,[H]N(C(=O)C([H])([H])N1C([H])=C([H])C2=C(OC([H])([H])C(=O)OC([H])([H])C([H])([H])[H])C([H])=C([H])C([H])=C2C1=O)C([H])([H])C1=C([H])C2=C(OC([H])([H])O2)C([H])=C1[H],0.0,,
5372,[H]N(C([H])([H])C1=C([H])C([H])=NC([H])=C1[H])S(=O)(=O)C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])[H],0.0,,
7481,[H]N(C(=O)C(C#N)=C([H])C1=C([H])N(C2=C1C([H])=C([H])C([H])=C2[H])C([H])([H])C(=O)N([H])C([H])([H])C1=C([H])C([H])=C([H])O1)C1=C([H])C(=C(C([H])=C1[H])C([H])([H])[H])C([H])([H])[H],0.0,,
1787,CC(C)NC(=N)C1=CC=C2OC(=CC2=C1)C1=CC=C(OCCCOC2=CC=CC=C2)C=C1,,,1.0
7153,[H]N(C(=O)C([H])([H])OC(=O)C([H])([H])C1=C([H])N([H])C2=C1C([H])=C([H])C([H])=C2[H])C1=C(C([H])=C([H])C([H])=C1[H])C([H])(C([H])([H])[H])C([H])([H])[H],0.0,,
712,CCOC(=O)CN(CCSC)NC(=O)C1=C(C(C#N)=C(SC(C)C)S1)C1=CC=C(Cl)C=C1,,1.0,
8894,[H]C1=C([H])C(=O)N2C(=C1[H])C1([H])C([H])([H])N(C(=O)C3=C([H])C(OC([H])([H])[H])=C([H])C([H])=C3[H])C([H])([H])C([H])(C2([H])[H])C1([H])[H],0.0,,
2831,COC1=CC(C)=C2C(OC3=CC=CC(=C3)C(F)(F)F)=C(OC)C=C(NC(C)CCCN)C2=N1,,,1.0
7421,[H]OC1=C([H])C([H])=C(C([H])=C1[H])N1C([H])=C([H])C([H])=C1C([H])=C1C(=O)N([H])C(=S)N([H])C1=O,0.0,,
4369,[H]N=C1N(C2=C(C([H])=C1C(=O)N([H])C([H])([H])C1=C([H])N=C([H])C([H])=C1[H])C(=O)N1C([H])=C([H])C([H])=C(C1=N2)C([H])([H])[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H],0.0,,
3943,[H]N(C(=O)C1=C(N=C(S1)C([H])([H])[H])C([H])([H])[H])C1([H])C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C([H])(C1=C([H])N=C([H])C([H])=C1[H])C1=C([H])C([H])=C(C#N)C([H])=C1[H],1.0,,
395,[O-][N+](=O)C1=NN(CCCNC(=O)C2=CC3=CC=CC=C3S2)C=N1,,1.0,1.0
