ID,SMILES,T.cruzi,Tb.brucei,Tb.rhodesiense
7123,[H]N(N([H])C1=C([H])C(=O)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H])C(=O)C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C(OC([H])([H])[H])=C1[H],0.0,,
1636,FC1=CC=C(C=C1)N1C=CC(=C1)C(N1C=CN=C1)C1=CC=C(Cl)C=C1,,,0.0
2070,[O-][S+]1CC(CN2C=C(N=C12)[N+]([O-])=O)OC1=CC=C(C=N1)C(F)(F)F,,,1.0
3223,CN1CCN=C1C1=CC=C(OCCCCCOC2=CC=C(C=C2)C2=NCCN2C)C=C1,,,0.0
8009,[H]N([H])C1=NC2=C([H])C(=C([H])C([H])=C2S1)S(=O)(=O)N([H])C1=NC([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.0,,
2722,FC1=CC=CC=C1C1=CSC(CCNC(=O)C2=CC(=CC=C2)C#N)=N1,,,1.0
7223,[H]N(C1=NC2=C(C([H])=C([H])C([H])=C2[H])N1C([H])([H])[H])C([H])([H])C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C(OC([H])([H])[H])=C1[H],0.0,,
3479,[H]OC([H])(C([H])([H])N([H])C([H])([H])C([H])([H])OC([H])([H])[H])C([H])([H])N1C2=C(C([H])=C(Cl)C([H])=C2[H])C2=C1C([H])=C([H])C(Cl)=C2[H],1.0,,
757,CC1(COCC2=CC=C(OC3=CC=CC=C3)C=C2)CN2C(S1)=NC=C2[N+]([O-])=O,,0.0,
6659,[H]C(=C([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C(=O)C1=C(N=C2C(=C1[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])[H],0.0,,
7548,[H]N([H])C(=O)C1=C(N([H])C(=O)N([H])C2=C(C([H])=C([H])C([H])=C2[H])C([H])([H])[H])C([H])=C([H])C([H])=C1[H],0.0,,
1986,CC(=O)OC1C(CN=[N+]=[N-])OC(C1OC(C)=O)N1C=NC2=C(N)N=C(F)N=C12,,,0.0
4422,[H]N(C(=O)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])N2C(=NC(=C2C([H])([H])[H])C([H])([H])[H])C(=C1[H])C1=NC([H])=NN1[H],1.0,,
1947,CC(=O)OC1C(CN2C(=O)C3=CC=CC=C3C2=O)OC(C1OC(C)=O)N1C=NC2=C(N)N=C(F)N=C12,,,0.0
2512,COC1=CC=CC=C1C(=O)C=CC1=CC=CN=C1,,,1.0
3456,[H]OC(C1=C([H])N=C([H])C([H])=C1[H])(C1=C([H])C([H])=C(Cl)C([H])=C1[H])C1=C(F)C([H])=C([H])C([H])=C1[H],1.0,,
2905,CCCNCCCNC1=NCCN1,,,0.0
573,[O-][N+](=O)C1=NN(CCNC(=O)C2=CC=C(C=C2)C(F)(F)F)C=N1,,1.0,1.0
6769,[H]N(C(=O)C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H])C1=C(OC([H])([H])[H])C([H])=C(C([H])=C1[H])C1=C([H])C(OC([H])([H])[H])=C(N([H])C(=O)C2=C([H])C([H])=C(OC([H])([H])[H])C([H])=C2[H])C([H])=C1[H],0.0,,
1895,[O-][N+](=O)C1=CN=C(NC(=O)COC2=CC=C(OC3=CC=CC=C3)C=C2)S1,,,0.0
7100,[H]OC1=C(C(=O)C2=C(O1)C([H])=C([H])C([H])=C2[H])C([H])(C1=C(N(N(C1=O)C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H])C([H])([H])[H])C1=C([H])C(OC([H])([H])[H])=C(O[H])C([H])=C1[H],0.0,,
1697,NC(=N)C1=CC=C(OCCCCOC2=CC=C(C=C2Cl)C(N)=N)C(Cl)=C1,,,1.0
6465,[H]N(C(=O)C([H])([H])N1N=C([H])N=C1[H])C([H])([H])C1=C([H])C([H])=C([H])C2=C1C([H])=C([H])C([H])=C2[H],0.0,,
5398,[H]N(C(=O)C1=C([H])C([H])=C([H])O1)C1=C(C([H])=C([H])C([H])=C1[H])C1=NN(N=N1)C([H])([H])C(=O)N([H])C1=C(OC([H])([H])[H])C([H])=C([H])C([H])=C1[H],0.0,,
2241,CN(C)C12CC(C(CN(C1)C(=O)CCN1CCCC1)C(C2)C1=CC=CC=C1)C1=CC=CC=C1,,,1.0
5680,[H]C1=C([H])C([H])=C(O1)C1([H])C([H])([H])C(=C([H])C(=O)C1([H])C(=O)OC([H])([H])C([H])([H])[H])C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H],0.0,,
4632,[H]N(C(=O)C([H])([H])C1=C([H])C([H])=C(F)C([H])=C1[H])C1=NC2=C(C([H])=C([H])C([H])=C2[H])N1C([H])([H])C([H])([H])[H],1.0,,
7501,[H]N(C(=O)N([H])C1=C(F)C([H])=C(F)C([H])=C1[H])C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H],0.0,,
7686,[H]N([H])S(=O)(=O)C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C([H])([H])N([H])C([H])([H])C1=C(OC([H])([H])C2=C(F)C([H])=C([H])C([H])=C2[H])C([H])=C([H])C(Br)=C1[H],0.0,,
5576,[H]C1=C(C2=C(SC3=NN=NN3C([H])([H])[H])N=C([H])N=C2S1)C1=C([H])C([H])=C(F)C([H])=C1[H],0.0,,
1509,NC(=N)C1=CC=C(O1)C1=CC=C(O1)C1=NC2=CC=C(C=C2N1)C(N)=N,,,1.0
4378,[H]N(C([H])(C1=C([H])N=C([H])C([H])=C1[H])C1=C([H])C([H])=C(C([H])=C1[H])C(F)(F)F)C1([H])C([H])([H])C([H])([H])N(C(=O)C2=C(ON=C2[H])C([H])([H])[H])C([H])([H])C1([H])[H],1.0,,
8102,[H]OC1=NC2=C(C([H])=C(OC([H])([H])[H])C([H])=C2[H])C([H])=C1C([H])([H])N(C(=O)C1=C([H])C([H])=C([H])S1)C([H])([H])[H],0.0,,
1565,OC1=CC=C(CC(=O)NCCCCNC(=O)CC2=CC=C(O)C(O)=C2)C=C1O,,,1.0
6766,[H]N(C(=O)C1=C([H])C([H])=C(C([H])=C1[H])N1C(=O)C2=C(C([H])=C([H])C([H])=C2[H])C1=O)C([H])([H])C(=O)OC([H])([H])C(=O)C1=C([H])C([H])=C(Cl)C([H])=C1[H],0.0,,
2484,CON=C(N)C1=CC=CC(COC2=C(Cl)C=C(C=C2Cl)C(N)=NOC)=C1,,,0.0
1125,OB1OCC2=CC=C(C=C12)N1C=CC(=C1)C(=O)CC1=CC=CC=C1,,1.0,
3477,[H]N(C(=O)C1([H])C([H])([H])C([H])([H])N(C2=NC3=C(N2[H])C([H])=C([H])C([H])=C3[H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])N(C2=C(C([H])=C([H])C(Cl)=C2[H])C([H])([H])[H])C([H])([H])C1([H])[H],1.0,,
8657,[H]N(C1=NC([H])(C2=C([H])C([H])=C([H])C([H])=C2[H])C(C(=O)OC([H])([H])[H])=C(N1C([H])([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],0.0,,
3216,CC1(C)CCC2(C)CC=C3C4(C)CCC5C(C)(C)C(=O)CCC5(C)C4CCC3(C)C2C1,,,0.0
8963,[H]C1=C([H])C(OC([H])([H])[H])=C(C([H])=C1[H])C1(N(N(C(=O)OC([H])([H])[H])C1=O)C(=O)OC([H])([H])[H])C([H])([H])C([H])([H])[H],0.0,,
2954,CCCCCCCCCC(O)(P(O)(O)=O)P(O)(O)=O,,,0.0
4866,[H]C1=C([H])C([H])=C([H])C(=N1)C1=NN=C(C([H])=C1[H])N1C([H])([H])C([H])([H])N(C(=O)C2=C(F)C([H])=C([H])C([H])=C2[H])C([H])([H])C1([H])[H],1.0,,
1276,NNC1=NC(N)=NC(N)=N1,,0.0,
6608,[H]OC(=O)C([H])(N([H])C(=O)C(N([H])C(=O)C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H])=C([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C([H])([H])SC([H])([H])[H],0.0,,
257,CC1=C(C2=CC=CC=C2N1)S(=O)(=O)CCNC(=O)NC1=CC=C(C=C1)C(F)(F)F,0.0,0.0,
6043,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C1=NC([H])=C([H])C([H])=C1[H],0.0,,
5575,[H]N(C(=O)C1=C([H])C([H])=C(Cl)S1)C([H])([H])C([H])(N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C1=C([H])C([H])=C([H])S1,0.0,,
813,CC(C)=CCCC1(C)C(CC=C(C)C)CC2(CC=C(C)C)C(O)=C(C(=O)C3=CC=C(OCC4=CC=CC=C4)C(OCC4=CC=CC=C4)=C3)C(=O)C1(CC=C(C)C)C2=O,,1.0,
465,CC1=CC(C)=C(OC2=NC(N)=NC(NC3=CC=CC(=C3)C#N)=N2)C(C)=C1,,1.0,1.0
3150,CC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C(O)=C2)C(O)C(O)C1O,,,0.0
321,CC1CC2=CC=CC=C2N1C(=O)CC1=CSC(NC(=O)C2=CC=CNC2=O)=N1,0.0,0.0,
3993,[H]C1=NC([H])=C(C([H])=C1[H])N(C1=C([H])C([H])=C(C([H])=C1[H])C(F)(F)F)C1([H])C([H])([H])C([H])([H])N(C([H])([H])C2=C([H])C([H])=C(C([H])=C2[H])C([H])([H])[H])C([H])([H])C1([H])[H],1.0,,
3232,COC(=O)CSC1=C(F)C(F)=C2C=C(SC2=C1F)C(=O)OC,,,0.0
715,COC(=O)C(CCSC)N(C)C(=O)C1=C(C(C#N)=C(SC(C)C)S1)C1=CC=C(Cl)C=C1,,1.0,
2053,NC(=NO)C1=CC=C(OCCCCCOC2=CC=C(C=N2)C(N)=NO)N=C1,,,0.0
8271,[H]N(C([H])=C(C#N)S(=O)(=O)C1=C([H])C([H])=C(Cl)C([H])=C1[H])C1=NC([H])=C([H])C([H])=C1[H],0.0,,
8968,[H]N([H])C1=C(N(C(=O)C2=C([H])C3=C(C([H])=C2[H])C(=O)N(C3=O)C2=C(C([H])=C([H])C(=C2[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])OC([H])([H])[H])C(=O)N([H])C(=O)N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0.0,,
7435,[H]C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])N1C2=C(C([H])=C([H])C([H])=C2[H])C(=O)C([H])=C1C([H])([H])[H],0.0,,
3820,[H]C1=NC([H])=C(C([H])=C1[H])C1([H])N(C(=O)C2=NOC3=C2C([H])([H])OC2=C3C([H])=C(C([H])=C2[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],1.0,,
5256,[H]C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])S(=O)(=O)C([H])([H])C([H])([H])C([H])([H])C(=O)N=C1SC2=C(C([H])=C([H])C(F)=C2[H])N1C([H])([H])C(=O)OC([H])([H])C([H])([H])[H],0.0,,
6401,[H]SC1=NC(=NC2=C1C([H])=C([H])C([H])=C2[H])C([H])([H])[H],0.0,,
8057,[H]N(C(=O)C(C#N)=C([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],0.0,,
7413,[H]N([H])S(=O)(=O)C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C([H])([H])N(C(=S)N([H])C([H])([H])C([H])([H])[H])C1([H])C(=O)N(C(=O)C1([H])[H])C1=C([H])C([H])=C([H])C([H])=C1[H],0.0,,
2242,CN(C)C12CC(C(CN(CCCN3CCCCC3)C1)C(C2)C1=CC=CC=C1)C1=CC=CC=C1,,,1.0
2728,ClC1=CC(=CC=C1)C1=CSC(CCNC(=O)C2=CC=CC=C2)=N1,,,1.0
3285,[H]OC(C1=C([H])N=C([H])C([H])=C1[H])(C1=C([H])C([H])=C(Cl)C([H])=C1[H])C1=C(C#N)C([H])=C([H])C([H])=C1[H],1.0,,
8269,[H]OC1=NN=C(SC([H])([H])[H])N1C1=C([H])C([H])=C(Cl)C([H])=C1[H],0.0,,
7153,[H]N(C(=O)C([H])([H])OC(=O)C([H])([H])C1=C([H])N([H])C2=C1C([H])=C([H])C([H])=C2[H])C1=C(C([H])=C([H])C([H])=C1[H])C([H])(C([H])([H])[H])C([H])([H])[H],0.0,,
6494,[H]N(C(=S)N1C([H])([H])C([H])([H])N(C2=C([H])C(OC([H])([H])[H])=C([H])C([H])=C2[H])C([H])([H])C1([H])[H])C1=C([H])C(=C([H])C([H])=C1[H])C([H])([H])[H],0.0,,
5676,[H]N(C(=O)C1=NOC(=C1[H])C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H])C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C([H])([H])[H],0.0,,
6303,[H]C1=C([H])N(C(=N1)C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C2=C1C([H])=C([H])C([H])=C2[H],0.0,,
3833,[H]OC(C1=C([H])N=C([H])C([H])=C1[H])(C1=C([H])C([H])=C(Cl)C([H])=C1[H])C1=C([H])C([H])=C(OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],1.0,,
2931,CN(CCN)CCCN,,,0.0
8711,[H]N(C(=O)C([H])([H])N1C2=C(C([H])=C([H])C([H])=C2[H])S(=O)(=O)C([H])(C([H])([H])[H])C([H])([H])C1=O)C1=C(F)C([H])=C([H])C([H])=C1[H],0.0,,
6646,[H]N(N=C([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C(Cl)C(Cl)=C(C#N)C(Cl)=N1,0.0,,
6700,[H]OC1=NC([H])=C(N([H])C(=O)C([H])([H])C2=C([H])C([H])=C([H])C([H])=C2[H])C(O[H])=N1,0.0,,
4491,[H]N([H])C1=NC(=NC(=N1)N([H])C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])[H])C([H])([H])N([H])C([H])(C1=NC2=C(N1[H])C([H])=C([H])C([H])=C2[H])C([H])(C([H])([H])[H])C([H])([H])[H],1.0,,
949,C(CCCNC1=C2CCCCC2=NC2=CC=CC=C12)CCCNC1=C2CCCCC2=NC2=CC=CC=C12,,1.0,
2623,NC(=N)C1=CC=C(N=C1)C1=CC2=CC=C(C=C2N1)C(N)=N,,,1.0
1889,FC1=CC=C(C=C1)C1=CC=C2OC\C=C/COC3=CC=C(CC(NC(=O)C2=C1)C(=O)NC1(CC1)C#N)C=C3Cl,,,1.0
3643,[H]N1C2=C(C([H])=C([H])C([H])=C2[H])C(=O)C(=C1C([H])([H])[H])C([H])([H])C1=C(N([H])C2=C(C([H])=C([H])C([H])=C2[H])C1=O)C([H])([H])[H],1.0,,
2571,NC(=N)C1=CC=C(C=N1)C1=CC(=NO1)C1=CC=C(N=C1)C(N)=N,,,1.0
2281,ClC1=CC(NC(=O)OCCN2CCOCC2)=CC(Cl)=N1,,,0.0
8244,[H]OC1([H])C2([H])C([H])(OC(=O)C22OC2([H])[H])C([H])([H])C([H])(C([H])([H])[H])C2([H])C3([H])OC3([H])C(=O)C12C([H])([H])[H],0.0,,
2904,CN(CCCNC1=NCCN1)CCNC1=NCCN1,,,0.0
1279,OC1=C(C(=O)C=CC2=CC=C(C=C2)C(F)(F)F)C(=O)NC2=CC=CC=C12,,0.0,
2076,[O-][N+](=O)C1=CN2CC(CSC2=N1)OCC1=CC=C(OC(F)(F)F)C=C1,,,0.0
6311,[H]N([H])C(=O)N([H])N=C(C([H])([H])[H])C1([H])OC(=O)C([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C1([H])[H],0.0,,
3659,[H]N(C([H])(C1=NC([H])=C([H])N1C([H])([H])[H])C1=C([H])C(OC([H])([H])[H])=C([H])C(OC([H])([H])[H])=C1[H])S(=O)(=O)C1=C([H])C(=C(Cl)C([H])=C1[H])C(F)(F)F,1.0,,
8717,[H]N(C(=O)C1=C(Cl)C([H])=NC(=N1)S(=O)(=O)C([H])([H])C1=C([H])C(=C([H])C([H])=C1[H])C([H])([H])[H])C1=C(C([H])=C([H])C([H])=C1C([H])([H])[H])C([H])([H])[H],0.0,,
6050,[H]N(C([H])([H])C1=NC([H])=C([H])C([H])=C1[H])S(=O)(=O)C1=C([H])C([H])=C([H])C([H])=C1[H],0.0,,
4795,[H]C1=C([H])N(C(=N1)N1C([H])([H])C([H])([H])N(C(=O)C2=C(SC([H])(F)F)C([H])=C([H])C([H])=C2[H])C([H])([H])C1([H])[H])C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])[H],1.0,,
8919,[H]OC1=C(O[H])C([H])=C(C([H])=C([H])C(=O)N([H])C(=O)C2=C(O[H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],0.0,,
7276,[H]C(=C1SC(=S)N(C1=O)C1=C([H])C([H])=C(F)C([H])=C1[H])C1=C([H])N=C([H])C([H])=C1[H],0.0,,
1464,CC(C)OC1=CC(NC(=N)C2=NC=CC=N2)=CC=C1C1=CC=C(O1)C1=CC=C(NC(=N)C2=NC=CC=N2)C=C1OC(C)C,,,1.0
6366,[H]N(C(=O)C1=NC([H])=C([H])C([H])=C1[H])C1=NN=C(S1)C1([H])C([H])([H])C1([H])[H],0.0,,
1328,[O-][N+](=O)C1=NN(CCCN2CCN(CC3=CC=C(Cl)C(Cl)=C3)CC2)C=N1,,,1.0
4009,[H]N1C2=C([H])C(=NN2C([H])(C([H])([H])C1([H])C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])[H])C(F)(F)F)C(=O)N1C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C([H])C([H])=C1[H],0.0,,
7042,[H]N(N([H])C(=O)C1([H])OC([H])([H])C([H])([H])C1([H])[H])C(=O)C1=C([H])C([H])=C(Br)C([H])=C1[H],0.0,,
2084,NC1CC2(CC(C1C(C2)C1=CC=CC=C1)C1=CC=CC=C1)N1CCCCC1,,,1.0
5739,[H]C1=C([H])C(=C([H])C([H])=C1OC([H])([H])[H])C1=NC(=NC(=C1[H])C(F)(F)F)S(=O)(=O)C([H])([H])C([H])([H])C(=O)N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],0.0,,
2427,CC(C)NC(=N)C1=CC(=CC=C1)N1C=C(N=N1)C1=CC(=CC=C1)C(=N)NC(C)C,,,0.0
5274,[H]N(C([H])([H])C([H])([H])C([H])([H])N1N=C(C([H])=C([H])C1=O)C1=C([H])C([H])=C(F)C([H])=C1[H])S(=O)(=O)C([H])=C([H])C1=C([H])C([H])=C([H])C([H])=C1[H],0.0,,
4349,[H]N(C1=NC([H])=C([H])C(=N1)C1=C(N=C(S1)N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C1=C([H])C(OC([H])([H])[H])=C(Cl)C([H])=C1[H])C1([H])C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],1.0,,
459,CC1=CC(Br)=C(OC2=NC(Cl)=NC(NC3=CC=C(C=C3)C#N)=N2)C(Br)=C1,,1.0,1.0
2152,CCC(=O)N(CCCCN)C1CCN(CCC2=CC=CC=C2)CC1,,,0.0
2050,C(CCOC1=CC=C(N=C1)C1=NCCN1)CCOC1=CN=C(C=C1)C1=NCCN1,,,1.0
8519,[H]OC1=C(C(=O)N([H])C([H])([H])C2=C(Cl)C([H])=C([H])C([H])=C2[H])C(=O)N(C2=C1C([H])=C([H])C([H])=C2[H])C([H])([H])[H],0.0,,
231,FC(F)(F)C1=CC(=CC=C1)C(=O)NCCNC1=CC=C(NC2=CC=CN=C2)N=N1,0.0,0.0,
312,CCN(C1=CC=CC=C1)S(=O)(=O)C1=CC=C(C=C1)C(=O)NC1=C(C(=O)NC)C2=C(CCCC2)S1,0.0,0.0,
5081,[H]N(C(=O)C1=C([H])C2=C(S1)N(N=C2C1=C([H])C([H])=C([H])C(OC([H])([H])[H])=C1[H])C([H])([H])[H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])N(C2=C(F)C([H])=C([H])C([H])=C2[H])C([H])([H])C1([H])[H],0.0,,
6887,[H]C1=C([H])C(=C([H])C([H])=C1OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1=C(N=C(SC([H])([H])[H])N=C1Cl)N(C([H])([H])[H])C([H])([H])[H],0.0,,
5768,[H]N(C1=NC2=C(N=C1N([H])S(=O)(=O)C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])[H])C([H])=C([H])C([H])=C2[H])C([H])([H])C1=C([H])C([H])=C([H])O1,0.0,,
132,CC1CC(C)CN(C1)S(=O)(=O)C1=CC=C(C=C1)C(=O)NC1=NC2=C(S1)C=CC(Cl)=C2C,0.0,0.0,
1770,NC(=N)C1=CC=C2C=C(OC2=C1)C1=CC=C(OCCCCCOC2=CC=CC=C2)C=C1,,,1.0
3703,[H]N(C([H])([H])C1=C([H])C2=C(O1)C([H])=C([H])C([H])=C2[H])C1([H])C([H])([H])C([H])([H])N(C([H])([H])C2([H])C3=C(F)C([H])=C([H])C4=C3N(C(=O)C([H])=C4[H])C2([H])[H])C([H])([H])C1([H])[H],1.0,,
3671,[H]N(C(=O)C1=C([H])C(=NN1C([H])([H])[H])C([H])([H])[H])C1([H])C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C([H])(C1=C([H])N=C([H])C([H])=C1[H])C1=C([H])C([H])=C(C#N)C([H])=C1[H],1.0,,
7755,[H]N(C(=O)C1=C([H])C2=C(C([H])=C1[H])C(Cl)=C1C(=N2)C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C1([H])C([H])([H])C1([H])[H],0.0,,
6487,[H]C(C(=O)C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H])=C1N(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C2=C1C([H])=C([H])C([H])=C2[H],0.0,,
2475,NC(=NO)C1=CC=C(COC2=CC=C(C=C2Br)C(N)=NO)C=C1,,,0.0
2747,FC1=CC(=CC=C1)C(=O)NCCC1=NC(=CS1)C1=CC=CC=C1,,,1.0
413,NC(=N)C1=CC=C(C=C1)C1=CC=C(O1)C1=CC=C(C=C1)C(N)=N,,1.0,1.0
6261,[H]N(C1=C([H])C([H])=C(C([H])=C1[H])C(=O)OC([H])([H])C([H])([H])[H])C1([H])N(C(=O)C2=C1C([H])=C([H])C([H])=C2[H])C1=NC([H])=C([H])C([H])=C1[H],0.0,,
6378,[H]N(C1=NC(=S)N(C([H])([H])C#N)C11C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C1=C([H])C([H])=C([H])C(Cl)=C1[H],0.0,,
2566,NC(=N)C1=CC(=CC=C1)C1=CC(=NO1)C1=CC=C(C=N1)C(N)=N,,,1.0
3334,[H]C1=NN(C([H])=C1C([H])([H])N1C([H])([H])C([H])([H])N(C2=C([H])C3=C(C([H])=C2[H])C([H])([H])C([H])([H])N(C(=O)C2([H])C([H])([H])C2([H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])([H])C3([H])[H])C([H])([H])C1([H])[H])C([H])([H])[H],1.0,,
3686,[H]N(C1=NC([H])=C(N1C([H])([H])C([H])([H])OC([H])([H])[H])C1=C([H])C2=C(OC([H])([H])O2)C([H])=C1[H])C([H])([H])C1=C(OC([H])([H])[H])C([H])=C([H])C([H])=C1[H],1.0,,
7201,[H]N(C(=O)C([H])([H])C([H])([H])C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C(OC([H])([H])[H])=C1[H])C1=C([H])C([H])=C([H])C(=C1[H])S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H],0.0,,
1601,NC(=N)C1=CC(=CC=C1)C1=CC(=CC(Cl)=C1)C1=CC(=CC=C1)C(N)=N,,,1.0
5716,[H]C1=C(ON=C1C(=O)N1C([H])([H])C([H])([H])N(C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])([H])C1([H])[H])C1=C([H])C([H])=C(Cl)C(Cl)=C1[H],0.0,,
4107,[H]C1=NC([H])=C(C([H])=C1[H])C([H])(N1C([H])([H])C([H])([H])N(C(=O)N(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H],1.0,,
6377,[H]C(C1=C([H])C([H])=C([H])C([H])=C1[H])=C1C(=O)C2=C(C([H])=C([H])C([H])=C2[H])C([H])([H])C([H])([H])C1([H])[H],0.0,,
3286,[H]N(C(=O)C([H])(N1C([H])=NC([H])=C1[H])C([H])([H])[H])C1=NC(=C([H])S1)C1=C(OC([H])([H])[H])C([H])=C([H])C(=C1[H])C([H])([H])[H],1.0,,
8512,[H]OC1=NC2=C([H])C(N([H])C([H])([H])C3=C([H])C(OC([H])([H])[H])=C(OC([H])([H])C4=C([H])C([H])=C(F)C([H])=C4[H])C([H])=C3[H])=C([H])C([H])=C2N1[H],0.0,,
8454,[H]N(C(=O)C1=C(C([H])=C([H])C(=C1[H])S(=O)(=O)N([H])C1=C([H])C2=C(OC([H])([H])C([H])([H])O2)C([H])=C1[H])C([H])([H])[H])C([H])([H])[H],0.0,,
2826,CCN(CC)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12,,,1.0
7080,[H]N(C(=O)C1=C(Cl)C(=NN1C([H])([H])[H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C(Cl)C([H])=C1[H],0.0,,
531,[O-][N+](=O)C1=CN=C(NC(=O)C2=CC=C(C=C2)C2=CC=CC=C2)S1,,1.0,0.0
3738,[H]N(C(=O)N([H])C1([H])C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C([H])(C1=C([H])N=C([H])C([H])=C1[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H],1.0,,
1493,C(CNC1CC2(CC(C1C(C2)C1=CC=CC=C1)C1=CC=CC=C1)N1CCCCC1)CN1CCCC1,,,1.0
6238,[H]N(C(=O)C1=C([H])C([H])=C([H])O1)C1=NN=C(S1)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],0.0,,
2680,CN1CCN(CCC(=O)OC2CC3(CC(C2C(C3)C2=CC=CC=C2)C2=CC=CC=C2)N2CCCC2)CC1,,,1.0
5368,[H]N(C(=O)C1=C([H])C([H])=C(C([H])=C1[H])S(=O)(=O)N([H])C([H])([H])C1([H])OC([H])([H])C([H])([H])C1([H])[H])C1=C(F)C([H])=C([H])C([H])=C1[H],0.0,,
7136,[H]N(C1=C([H])C([H])=C(Br)C([H])=C1[H])P(=O)(OC1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H])C([H])([H])[H],0.0,,
4988,[H]N(C(=O)C1=C([H])C([H])=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])=C1[H])C1=NOC(=C1[H])C([H])([H])[H],0.0,,
4348,[H]N(C(=O)N1C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C([H])(C1=C([H])N=C([H])N=C1[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],1.0,,
7099,[H]N(\N=C(\C1=NC2=C(C([H])=C([H])C([H])=C2[H])N1C([H])([H])[H])C([H])([H])[H])C(=O)C1=C([H])C([H])=C([H])C([H])=C1[H],0.0,,
1425,[O-][N+](=O)C1=CN(C=N1)C1=CC=CC(F)=C1,,,1.0
