ID,SMILES,T.cruzi
812,[H]N([H])C1=NC2=C(C([H])=NC(=N2)N(C([H])([H])[H])C([H])(C2=C([H])C(F)=C(OC([H])([H])[H])C([H])=C2[H])C([H])([H])[H])C(=N1)N([H])[H],1
4199,[H]N(C1=C([H])C2([H])OC([H])(OC([H])([H])C2([H])OC1=O)C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C(=O)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H],0
400,[H]C1=NC([H])=C(C([H])=C1[H])C([H])(N1C([H])([H])C([H])([H])C([H])(OC2=C(C#N)C([H])=C([H])C([H])=C2[H])C([H])([H])C1([H])[H])C1=C([H])C([H])=C(C([H])=C1[H])C(F)(F)F,1
265,[H]OC(C1=C([H])N=C([H])C([H])=C1[H])(C1=C([H])C([H])=C(C([H])=C1[H])N(C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C(C([H])=C1[H])C(F)(F)F,1
2765,[H]N([H])C1=C(N=NN1C([H])([H])C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])[H])C(=O)N([H])C1=C(C(=C([H])C([H])=C1[H])C([H])([H])[H])C([H])([H])[H],0
6109,[H]C1=C(C(=O)OC([H])([H])C([H])([H])[H])C(=O)C2=C([H])C3=C(OC([H])([H])O3)C([H])=C2N1C([H])([H])C([H])([H])[H],0
5319,[H]N([H])C(=S)N1C2=C(C([H])=C([H])C([H])=C2[H])C([H])([H])C([H])([H])C1([H])[H],0
4677,[H]N(C(=S)N([H])C1=C(Cl)C(Cl)=C([H])C([H])=C1[H])C1=C([H])C([H])=C([H])C([H])=C1[H],0
1623,[H]N(C(=O)C1=C(SC([H])([H])C([H])([H])[H])C([H])=C([H])C([H])=C1[H])C1=NN=C(O1)C1=C([H])C([H])=C([H])S1,1
1128,[H]N(C(=O)C1=C(N=C([H])S1)C([H])([H])[H])C1([H])C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C([H])(C1=C([H])N=C([H])C([H])=C1[H])C1=C([H])C([H])=C(C([H])=C1[H])C(F)(F)F,1
3567,[H]N([H])C(=O)C([H])([H])SC1=NC([H])=NC2=C1C([H])=NN2C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],0
738,[H]OC([H])([H])C([H])([H])C([H])([H])N([H])C1=C2C(=NC3=C(C4=C([H])C([H])=C([H])S4)C(=NN13)C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H],0
1092,[H]OC(C1=C([H])C([H])=C(F)C([H])=C1[H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],1
3990,[H]N(N([H])C(=O)C1=C([H])C([H])=C([H])C(Cl)=C1[H])C(=S)N([H])C1=C([H])C(=C([H])C([H])=C1[H])C(F)(F)F,0
3097,[H]OC(=O)C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C(=O)N([H])C1=C(F)C([H])=C([H])C(=C1[H])C([H])([H])[H],0
362,[H]C1=NC([H])=C(C([H])=N1)C([H])(N1C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])S(=O)(=O)C([H])([H])[H])C1=C(F)C([H])=C(Cl)C([H])=C1[H],1
4112,[H]N([H])S(=O)(=O)C1=C([H])C([H])=C(N([H])C2=NC3=C(N=C2N([H])S(=O)(=O)C2=C([H])C([H])=C(N([H])C(=O)C([H])([H])[H])C([H])=C2[H])C([H])=C([H])C([H])=C3[H])C([H])=C1[H],0
2068,[H]N(C(=O)C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C2=C(N=C(SC([H])([H])C([H])([H])OC3=C(C([H])=C([H])C([H])=C3[H])C([H])([H])[H])S2)C([H])=C1[H],0
3116,[H]OC(=O)C1=C(Br)C([H])=C([H])C(=C1[H])S(=O)(=O)N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0
5922,[H]OC1=C([H])C([H])=C(C([H])=C1[H])C([H])(N(C(=O)C1=C(N([H])[H])C(=NS1)C(=O)N([H])[H])C1=C(F)C([H])=C([H])C([H])=C1[H])C(=O)N([H])C([H])([H])C1=C([H])C([H])=C(F)C([H])=C1[H],0
4972,[H]N(N(C1=NC(=NC2=C1C([H])=C([H])C([H])=C2[H])C(F)(F)F)C([H])([H])[H])C(=O)C1=C(F)C([H])=C([H])C([H])=C1[H],0
4177,[H]C1=C(C2=C(S1)N=C(N=C2Cl)C1=C([H])N=C([H])C([H])=C1[H])C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C1[H],0
4486,[H]OC1=C(O[H])C([H])=C(C([H])=C1[H])C1=C([H])SC(=N1)N([H])C1=NC([H])=C(C([H])=C1[H])C([H])([H])[H],0
66,[H]N(C(=O)C1=C(C([H])=C([H])C([H])=C1[H])C(F)(F)F)C1([H])C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C([H])(C1=C([H])N=C([H])C([H])=C1[H])C1=C([H])C([H])=C(C#N)C([H])=C1[H],1
4104,[H]N=C(N([H])N([H])C(=O)C1=C([H])C([H])=C([H])S1)C1=C([H])C2=C(OC1=O)C([H])=C([H])C([H])=C2[H],0
1706,[H]N(C(=O)C([H])([H])C1=C([H])C([H])=C([H])S1)C1=C([H])C(=NN1C1=NC(=C([H])C(=O)N1[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],1
5944,[H]N(C(=O)C([H])([H])C([H])([H])C(=O)C1=C([H])C([H])=C(Cl)C([H])=C1[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],0
2124,[H]N(C(=O)C1=C([H])C(=NO1)C([H])([H])[H])C1=C(OC2=C1C([H])=C([H])C([H])=C2[H])C(=O)OC([H])([H])C([H])([H])[H],0
5772,[H]OC1=C([H])C([H])=C(C([H])=C1OC([H])([H])[H])C([H])([H])C([H])(C([H])([H])O[H])C([H])(C([H])([H])O[H])C([H])([H])C1=C([H])C(OC([H])([H])[H])=C(O[H])C([H])=C1[H],0
3698,[H]N(C(=S)N([H])C1=C([H])C([H])=C(C([H])=C1[H])C(=O)OC([H])([H])[H])C1=NC([H])=C([H])C([H])=C1[H],0
2869,[H]OC1=NC2=C([H])C(=C([H])C([H])=C2N1[H])S(=O)(=O)N([H])C1=C(N(N(C1=O)C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H])C([H])([H])[H],0
2574,[H]C1=C([H])C(OC([H])([H])C(=O)OC2([H])C([H])([H])N3C([H])([H])C([H])([H])C2([H])C([H])([H])C3([H])[H])=C([H])C(=C1[H])C([H])([H])[H],0
4721,[H]N(C(=O)C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C1=C([H])C([H])=C(C([H])=C1[H])S(=O)(=O)N([H])C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H],0
4998,[H]C1=NC([H])=C([H])C(=C1[H])C1=NC(=C([H])C(Cl)=N1)C([H])([H])S(=O)(=O)C1=C([H])C([H])=C([H])C([H])=C1[H],0
1957,[H]N1C([H])=C(C(=O)OC([H])([H])C([H])([H])[H])C(=O)C2=C1C(=C([H])C([H])=C2[H])C([H])([H])C([H])([H])[H],0
5572,[H]OC([H])(C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C12C([H])([H])C3([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])C(C([H])([H])[H])(C3([H])[H])C1([H])[H])C2([H])[H],0
2336,[H]ON=C(N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C1=C([H])C([H])=C([H])C(OC([H])([H])[H])=C1[H],0
4812,[H]C1=C([H])C(SC([H])([H])C2=C([H])C([H])=C(F)C([H])=C2[H])=C(C([H])=C1[H])C(=O)N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],0
772,[H]N([H])C(=O)C1=C([H])C(=C([H])C([H])=C1[H])N1C([H])([H])C([H])([H])C([H])(N([H])C([H])(C2=C([H])N=C([H])C([H])=C2[H])C2=C(F)C([H])=C(Cl)C([H])=C2[H])C([H])([H])C1([H])[H],1
3023,[H]C1=C([H])C2=C(S1)C([H])=C(N2C([H])([H])C([H])([H])[H])C(=O)N1C([H])([H])C([H])([H])C([H])(C(=O)N2C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H],0
2781,[H]N(C1=C([H])C2=C(C([H])=C1[H])C(=O)OC2([H])[H])S(=O)(=O)C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C1[H],0
2354,[H]N(C(=O)N([H])C([H])([H])C([H])([H])N([H])C1=NN=C(N([H])C2=C([H])C([H])=NC([H])=C2[H])C([H])=C1[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H],0
3391,[H]C1=C([H])C(SC([H])([H])C([H])([H])[H])=C(C([H])=C1[H])C(=O)N1C([H])([H])C([H])([H])C([H])([H])C([H])(C(=O)OC([H])([H])C([H])([H])[H])C1([H])[H],0
2941,[H]N(C1=NC2=C(S1)C([H])=C([H])C([H])=C2[H])C1=NC([H])([H])C(S1)(C([H])([H])[H])C([H])([H])[H],0
1805,[H]N(C(=O)C1=NN([H])C2=C([H])C([H])=C([H])C([H])=C12)C([H])([H])C([H])([H])C1=C([H])N([H])C2=C([H])C([H])=C([H])C([H])=C12,0
530,[H]OC(C1=C([H])N=C([H])C(OC([H])([H])[H])=C1[H])(C1=C([H])C([H])=C(C([H])=C1[H])C(F)(F)F)C1=C(F)C([H])=C(Cl)C([H])=C1[H],1
1940,[H]N(C(=O)C1=C([H])C([H])=C([H])S1)C([H])([H])C([H])([H])C1=C([H])C(OC([H])([H])C([H])([H])[H])=C(OC([H])([H])C([H])([H])[H])C([H])=C1[H],0
3793,[H]N(N=C([H])C1=C([H])N([H])N=C1C1=C(OC([H])([H])[H])C([H])=C(OC([H])([H])[H])C([H])=C1[H])C(=O)C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H],0
1581,[H]C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C1([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])OC2=C([H])C([H])=C([H])C3=C2C([H])([H])C([H])([H])N(C3=O)C([H])([H])C2=C(F)C([H])=C([H])C([H])=C2[H])C([H])([H])C1([H])[H],1
4051,[H]N(C(=O)C1=C([H])C(=C(C([H])=C1[H])C([H])([H])[H])C([H])([H])[H])C1=NN=C(O1)C1=C([H])C([H])=C([H])O1,0
1700,[H]C1=C([H])C([H])=C([H])C(=N1)C1=NN=C(C([H])=C1[H])N1C([H])([H])C([H])([H])N(C(=O)C2=C([H])C([H])=C([H])C(OC([H])([H])[H])=C2OC([H])([H])[H])C([H])([H])C1([H])[H],1
2675,[H]C1=C([H])C(=C([H])C([H])=C1C(=O)OC1([H])C(=O)OC([H])([H])C1([H])[H])S(=O)(=O)N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0
2831,[H]OC(=O)C([H])([H])C([H])([H])C(=O)N1C2=C(C([H])=C(C([H])=C2[H])S(=O)(=O)N2C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H],0
1586,[H]N(C(=O)C([H])([H])C([H])([H])C([H])([H])S(=O)(=O)C1=C([H])C([H])=C(F)C([H])=C1[H])C1=NC2=C(S1)C([H])([H])SC1=C2C([H])=C([H])C([H])=C1[H],0
3014,[H]OC([H])(C1=C([H])C2=C(C([H])=C([H])N2[H])C([H])=C1[H])C([H])([H])N1C([H])([H])C([H])([H])N(C2=C(OC([H])([H])[H])C([H])=C([H])C([H])=C2[H])C([H])([H])C1([H])[H],0
5545,[H]OC(=O)C1=C([H])C(N([H])C(=O)C([H])([H])OC2=C([H])C(=C([H])C(=C2[H])C([H])([H])[H])C([H])([H])[H])=C([H])C(N([H])C(=O)C([H])([H])OC2=C([H])C(=C([H])C(=C2[H])C([H])([H])[H])C([H])([H])[H])=C1[H],0
4202,[H]N(C(=O)C([H])=C([H])C1=C([H])C([H])=C([H])O1)C1=NC(N([H])C(=O)C([H])=C([H])C2=C([H])C([H])=C([H])O2)=C([H])C([H])=C1[H],0
5912,[H]N(C1=NC2=C(N=NN2C2=C1C([H])=C([H])C([H])=C2[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H])C([H])([H])[H],0
1456,[H]C1=C([H])C(=C([H])C([H])=C1Cl)S(=O)(=O)N1C([H])([H])C([H])([H])N(C2=C([H])C([H])=C(OC([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C([H])=C2[H])C([H])([H])C1([H])[H],1
1956,[H]N=C(N([H])[H])N([H])C1=NC(=C([H])S1)C1=C([H])C([H])=C(N([H])C(=N[H])N([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])=C1[H],0
4248,[H]N(C(=O)C([H])([H])SC1=NC(=C([H])C2=C([H])C([H])=C(Cl)C(Cl)=C2[H])C(=O)N1C1=C(F)C([H])=C([H])C([H])=C1[H])C([H])(C([H])([H])[H])C([H])([H])[H],0
2739,[H]N(C(=O)C([H])([H])C([H])([H])C([H])([H])S(=O)(=O)C1=NC(=C([H])C(=N1)C(F)(F)F)C1=C(OC([H])([H])[H])C([H])=C([H])C([H])=C1[H])C([H])(C([H])([H])[H])C([H])([H])[H],0
52,[H]N(C([H])(C1=C([H])N=C([H])C([H])=C1[H])C1=C([H])C([H])=C(C([H])=C1[H])C(F)(F)F)C1([H])C([H])([H])C([H])([H])N(C(=O)C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])([H])C1([H])[H],1
1314,[H]N(C(=O)C([H])([H])C1=C([H])C2=C(C([H])=C1[H])C([H])([H])C([H])([H])C2([H])[H])C1=NN=C(N1[H])C1=NC([H])=C([H])C([H])=C1[H],1
4330,[H]N(N([H])C(=O)C1=C(Cl)C(=NN1C([H])([H])[H])C([H])([H])[H])C(=S)N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0
4064,[H]N(C(=O)C([H])([H])OC(=O)C([H])=C([H])C1=C([H])C([H])=C([H])S1)C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])[H],0
3957,[H]N(C(=O)OC([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C(=O)N([H])C([H])([H])C(=O)N([H])C([H])(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],0
4055,[H]C1=C([H])S(=O)(=O)C([H])([H])C1([H])N(C(=O)C1=C([H])C2=C(OC1=O)C([H])=C([H])C([H])=C2[H])C1=C([H])C([H])=C([H])C([H])=C1[H],0
5688,[H]OC([H])([H])C([H])(N1C(=O)C([H])([H])C([H])([H])N(C([H])([H])C2=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C2[H])C([H])([H])C1([H])[H])C1=C([H])C([H])=C([H])C([H])=C1[H],0
4783,[H]N([H])N([H])C(=O)C(N([H])C(=O)C1=C([H])C([H])=C([H])S1)=C([H])C1=C([H])C([H])=C(Br)C([H])=C1[H],0
3258,[H]N(C(=O)C1=C([H])C([H])=C(S1)C([H])([H])[H])C1=C(SC([H])=C1[H])C(=O)OC([H])([H])[H],0
943,[H]C1=NC([H])=C(C([H])=C1[H])N(C1=C([H])C([H])=C(C([H])=C1[H])C(F)(F)F)C1([H])C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],1
5815,[H]N(C([H])([H])C1=C([H])C([H])=C(F)C([H])=C1[H])S(=O)(=O)C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])N=C(O1)C1([H])C([H])([H])C1([H])[H],0
3578,[H]C1=C([H])C2=C(C([H])=C1[H])C(OC1=C([H])C(=C([H])C(=C1[H])C([H])([H])[H])C([H])([H])[H])=NC(=N2)C(F)(F)F,0
548,[H]OC(C1=C([H])N=C([H])C([H])=C1[H])(C1=C([H])C([H])=C(Cl)C([H])=C1[H])C1=C([H])C(=C([H])C([H])=C1[H])C(=O)N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],1
1223,[H]N([H])C1=NC(=NC(=N1)N([H])C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])[H])C([H])([H])N([H])C([H])(C1=NC2=C(N1[H])C([H])=C([H])C([H])=C2[H])C([H])(C([H])([H])[H])C([H])([H])[H],1
5009,[H]N(N=C([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C1=NC([H])=NC2=C1C([H])=C([H])C([H])=C2[H],0
4820,[H]N(C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C(C([H])=C1[H])C1=NN(N=N1)C([H])([H])C(=O)N([H])C([H])([H])C1=C([H])C([H])=C([H])O1,0
3774,[H]C(=C([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C(=O)C1=C(N=C2C(=C1[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])[H],0
4357,[H]C1=NC2=C(C([H])=C1[H])C(=O)N(C1=C(O2)C([H])=C([H])C(Cl)=C1[H])C([H])([H])C1=C([H])C([H])=C(F)C([H])=C1[H],0
474,[H]N(C([H])(C1=C([H])N(N=C1[H])C([H])([H])C(F)(F)F)C1=C([H])N=C([H])C([H])=C1[H])C1([H])C([H])([H])C([H])([H])N(C2=C([H])C([H])=C(C([H])=C2[H])C(F)(F)F)C([H])([H])C1([H])[H],1
1410,[H]N(C1=NC(=C([H])S1)C1=NC([H])=C([H])C([H])=C1[H])C1=C(OC([H])([H])[H])C([H])=C(OC([H])([H])[H])C([H])=C1[H],1
5909,[H]N(C1=C(OC([H])([H])[H])C([H])=C([H])C([H])=C1[H])S(=O)(=O)C1=C([H])C(=C([H])C([H])=C1C([H])([H])[H])C1=C([H])N=C(O1)C1([H])C([H])([H])C1([H])[H],0
910,[H]N(C([H])([H])C1([H])C([H])([H])N(C(=O)C2=C([H])C([H])=C([H])C([H])=C2[H])C1([H])[H])C([H])(C1=C([H])N=C([H])C([H])=C1[H])C1=C([H])C([H])=C(C([H])=C1[H])C(F)(F)F,1
3604,[H]N([H])C1=C([H])C2=C(C([H])=C1[H])C1=C(O2)C([H])=C([H])C([H])=C1[H],0
584,[H]N(C(=O)C([H])([H])SC1=NC2=C(SC([H])([H])C2([H])[H])C(=O)N1C1=C(OC([H])([H])[H])C([H])=C([H])C([H])=C1[H])C1=C([H])C2=C(OC([H])([H])O2)C([H])=C1[H],0
5005,[H]N1C(=O)C([H])([H])C([H])(C2=C([H])C([H])=C(Br)C([H])=C2[H])C(C(=O)C([H])([H])[H])=C1C([H])([H])[H],0
4212,[H]N(N=C(C1=C([H])C([H])=C(OC([H])(F)F)C([H])=C1[H])C([H])([H])[H])C(=O)C([H])([H])OC1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C([H])([H])[H],0
375,[H]N1C([H])=NC(=C1[H])C([H])([H])N(C1=C(F)C([H])=C(C([H])=C1[H])C1=C([H])C([H])=C(F)C([H])=C1[H])C([H])([H])C([H])([H])[H],1
443,[H]N(C(=O)C1=C([H])C([H])=C([H])C(N([H])C(=O)C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])=C1[H])C1=NN=C(S1)C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],1
2194,[H]C1=NC([H])=C([H])C(=C1[H])C1=NN=C(C([H])=C1[H])N1C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])S(=O)(=O)C1=C([H])C([H])=C([H])C(F)=C1[H],0
110,[H]C1=NC([H])=C(C([H])=N1)C([H])(N1C([H])([H])C([H])([H])N(C(=O)C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H],1
4435,[H]N1C2=C(C([H])=C([H])C([H])=C2[H])C(\N=N\C2=C([H])C(=C([H])C(=C2[H])C(=O)OC([H])([H])[H])C(=O)OC([H])([H])[H])=C1C([H])([H])[H],0
4719,[H]OC1=NC(=C(C(O[H])=N1)C([H])([H])C([H])=C([H])[H])C([H])([H])[H],0
3044,[H]N(C1=C([H])C([H])=C(C([H])=C1[H])C1=NC2=C([H])C([H])=C([H])N=C2S1)S(=O)(=O)C1=C([H])C([H])=C([H])S1,0
2202,[H]N(C(=O)C1=NN=C2N(C3=C([H])C([H])=C(C([H])=C3[H])C([H])([H])[H])C([H])([H])C([H])([H])N2C1=O)C([H])([H])C([H])([H])C1=C([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0
5905,[H]N(C(=O)C1([H])C([H])([H])N(C([H])([H])C([H])([H])C1([H])[H])S(=O)(=O)N1C([H])([H])C([H])([H])N(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],0
2507,[H]C1=C([H])C2=C(C([H])=C1[H])N(\C(C([H])=C2[H])=C1\OC(N(C1=O)C([H])([H])C([H])([H])[H])=C1SC(=S)N(C1=O)C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],0
2046,[H]N([H])C1=C([H])C(=C(C([H])=C1[H])N(C([H])([H])[H])C([H])([H])[H])C([H])([H])N(C([H])([H])C1([H])OC([H])([H])C([H])([H])C1([H])[H])S(=O)(=O)C([H])([H])[H],0
2721,[H]N1C(=S)N(C(=O)C2=C1C([H])=C([H])C([H])=C2[H])C([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])[H],0
3550,[H]N([H])C1=NN=C(SC([H])([H])C(=O)N([H])C2=C([H])C3=C(N=C(SC([H])([H])C(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])S3)C([H])=C2[H])S1,0
1505,[H]N(C(=O)C1=C([H])C2=C(N=C(O2)C2([H])C([H])([H])C2([H])[H])C([H])=C1[H])C([H])(C([H])([H])N1C([H])=NC([H])=C1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],1
6106,[H]N([H])C1=C(N=NN1C([H])([H])C1=C(Cl)C([H])=C([H])C([H])=C1[H])C(=O)N([H])C1=C([H])C2=C(OC([H])([H])C([H])([H])O2)C([H])=C1[H],0
5686,[H]OC1=NC2=C(C([H])=C([H])C([H])=C2[H])C(=C1[H])C([H])([H])N([H])C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H],0
2887,[H]N(C(=O)OC([H])([H])C([H])([H])[H])C1(N([H])C(=O)N(C1=O)C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C(F)(F)F,0
4289,[H]N(C(=O)C([H])([H])OC(=O)C([H])=C([H])C1=C([H])C([H])=C([H])S1)C1=NC(=C([H])S1)C1=C([H])C([H])=C([H])C([H])=C1[H],0
827,[H]N(C(=O)C1=C(F)C([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C(C([H])=C1[H])N1C([H])([H])C([H])([H])N(C([H])([H])C2=C([H])C([H])=C(C#N)C([H])=C2[H])C([H])([H])C1([H])C([H])([H])[H],0
3840,[H]C1=C([H])C(=C([H])C([H])=C1OC([H])([H])C([H])([H])[H])C([H])([H])C1=C(N=C(SC([H])([H])[H])N=C1Cl)N(C([H])([H])[H])C([H])([H])[H],0
4431,[H]N(C1=C([H])C([H])=C(C([H])=C1[H])C1=NN2C(=NN=C2C([H])([H])[H])C([H])=C1[H])S(=O)(=O)C1=C([H])C([H])=C(C([H])=C1[H])C(=O)C([H])([H])[H],0
1239,[H]N(C([H])(C1=NC([H])=C([H])N=C1[H])C1=C([H])C([H])=C(C([H])=C1[H])C(F)(F)F)C1([H])C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])S(=O)(=O)C1=C([H])C([H])=C(C([H])=C1[H])C([H])(C([H])([H])[H])C([H])([H])[H],1
1218,[H]N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1([H])C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C([H])(C1=NC([H])=C([H])N=C1[H])C1=C([H])C([H])=C(C([H])=C1[H])C(F)(F)F,1
1893,[H]N(C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C([H])([H])[H])C1=C([H])C(=NC2=NC(=NN12)C([H])([H])[H])C([H])([H])[H],0
6128,[H]N(C1=C(N(N=C1C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])S(=O)(=O)C1=C([H])C([H])=C(C([H])=C1[H])S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],0
2421,[H]N(C(=O)C([H])([H])C([H])([H])[H])C1=C(OC([H])([H])C([H])([H])[H])C([H])=C(C([H])=C1[H])C(=O)C([H])([H])SC1=NN=C(O1)C([H])([H])N([H])C1=C([H])C([H])=C(Cl)C([H])=C1[H],0
2483,[H]OC1=NN=C(C(O[H])=N1)C([H])([H])C([H])([H])C(=O)OC([H])([H])C([H])([H])C([H])([H])[H],0
6123,[H]N(C(=O)C1=C(OC([H])([H])[H])C([H])=C([H])C([H])=C1[H])C(=O)C([H])([H])OC(=O)C1=C(Cl)C([H])=C([H])C(Cl)=N1,0
5679,[H]OC(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C1=C([H])C2=C(C([H])=C([H])C(Cl)=C2[H])N1C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H],0
4285,[H]N(N=C([H])C1=C([H])C(OC([H])([H])[H])=C(OC(=O)C2=C([H])C(OC([H])([H])[H])=C([H])C(OC([H])([H])[H])=C2[H])C([H])=C1[H])C1=NC2=C(S1)C([H])=C([H])C([H])=C2[H],0
2339,[H]OC1=NC(SC([H])([H])C2=C(OC(=N2)C2=C([H])C([H])=C(C([H])=C2[H])C([H])([H])[H])C([H])([H])[H])=NC(=C1[H])C(F)(F)F,0
2450,[H]N(C(=O)C([H])([H])C1=C([H])C([H])=C([H])S1)C1=C([H])C2=C(C([H])=C1[H])C([H])([H])OC2=O,0
230,[H]OC1=C([H])C([H])=C(C([H])=C1[H])C1=NC(=C(N1[H])C1=C([H])C2=C(OC3=C2C([H])=C(C([H])=C3[H])C2=C(N([H])C(=N2)C2=C([H])C([H])=C(O[H])C([H])=C2[H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H])C1=C([H])C([H])=C([H])C([H])=C1[H],1
832,[H]C1=NC([H])=C(C([H])=C1[H])C([H])(N1C([H])([H])C([H])([H])C([H])(OC2=C([H])C([H])=C([H])C([H])=C2[H])C([H])([H])C1([H])[H])C1=C([H])C([H])=C(C([H])=C1[H])C(F)(F)F,1
5978,[H]N(C(=O)C([H])([H])C([H])([H])N1C([H])=C(N=C1C1=C([H])C([H])=NC([H])=C1[H])C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])[H],0
5621,[H]C1=C([H])C(=C([H])C([H])=C1OC([H])([H])[H])S(=O)(=O)N1C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],0
