ID,SMILES,Tb_rhodesiense
2784,OC1C=CC=C2C=1C(C(=CC2=O)OC1C=CC(F)=CC=1)=O,5.86327943284359
2999,COC1C=CC(OCC2C=CC(C(=N)N)=CC=2)=CC=1,5.40340290437354
2072,NC(C1C=CC(C2NC3C(=CC(C(=N)N)=CC=3)C=2)=CC=1)=N,8.52287874528034
3185,NC(C1C=CC(C2N=C(C3C=NC(C(=NO)N)=CC=3)C=NC=2)=CC=1)=NO,4.96657624451305
3517,ClC1C=C(Cl)C(COC(C2C(Cl)=CC(Cl)=CC=2)CN2C=NC=C2)=CC=1,4.43651891460559
3556,COC1C=CC(C2N=C(CN3C4C(N(C5C=CC=CC=5)C(=O)C4N=N3)=O)ON=2)=CC=1,4.378913702942
3572,CC1C=CC(S(OCC2C(O)CC(N3C(=O)NC(=O)C=C3)O2)(=O)=O)=CC=1,4.35654732351381
3594,OC1C(CC(NCCCNCCNCCCNC(CC2C(O)=CC=CC=2)=O)=O)=CC=CC=1,4.30980391997149
238,COC1C=CC(OCC2C=CC(C(N3CC(C)CCC3)=O)=CC=2)=CC=1,5.57839607313017
2110,FC1C=CC(N2N=C(C(NC(C(NC3(C#N)CC3)=O)CC3C=CC(Cl)=CC=3)=O)C=N2)=CC=1,8.22184874961636
2536,CC(OC1C(C2OC(C3C(OC(C)C)=CC(NC(C4C=CN(C)N=4)=N)=CC=3)=CC=2)=CC=C(NC(C2C=CN(C)N=2)=N)C=1)C,6.36051351073141
3218,CC([Si](OC1C(COC(NS(=O)(=O)N)=O)OC(N2C(=O)NC(=O)C=C2)C1)(C)C)(C)C,4.92081875395237
2802,COC1C2C(=NC(CC=2C(C2C3C(=C(C=C(C=3)C)OC)C(O)=CC=2)=C(OC)C=1)C)C,5.83564714421556
2257,NC(C1C=C(C(=O)N)C(OCCCCCOC2C(C(=O)N)=CC(C(=N)N)=CC=2)=CC=1)=N,7.34678748622466
2120,NC(C1N=CC(C2ON=C(C3C=NC(C(=N)N)=CC=3)C=2)=CC=1)=N,8.20760831050175
3583,COC1C(O)=CC(C2OC3C(=C(C=C(C=3)O)O)C(=O)C=2O)=CC=1,4.32947584221792
3054,ClC1C=CC(C(C2C=CC=CC=2)OCCN2CCCCC2)=CC=1,5.30891850787703
3475,FC1C=CC(C2N=C(CN3C4C(N(C5C=CC=CC=5)C(=O)C4N=N3)=O)ON=2)=CC=1,4.50376854550585
3092,CONC(C1C=CC(C2OC(C3C=NC(C(NOC)=N)=CC=3)=CC=2)=CC=1)=N,5.18708664335714
3759,COC1C(C(=O)C)=C(O)C(C2C3C(C4C(C(=O)C=3C(O)=CC=2CO)=C(O)C=CC=4)=O)=C(O)C=1,3.99558698518618
3581,CN(CCNC1NCCN=1)CCCNC1NCCN=1,4.33161408331
2491,CC(OC1C=C2C(N(C(C=C2C)(C)C)CC2C=C(C)C=CC=2)=CC=1)=O,6.46852108295774
3412,C1C2C(C3C=C4C(C=CC=C4)=CC=3)=CN(CC2)C1,4.61618463401957
2221,CC1C2C(=CC=C(C=2)OC(C(C)(C)C)=O)N(CC2C=CC=CC=2)C(C)(C)C=1,7.55284196865778
3576,CC(CC1C2N(C=CC=2C2C(=CC=CC=2)N=1)O)C,4.33818731446274
2809,C(COC1C=CC(C2NC3C(=CC=CC=3)N=2)=CC=1)COC1C=CC(C2NC3C(=CC=CC=3)N=2)=CC=1,5.82390874094432
2950,C(COC1C=CC=CC=1)CCOC1C=C(C2OC3C(=CC=C(C4NCCN=4)C=3)C=2)C=CC=1,5.54363396687096
3558,CCC(C1C(=O)NC(CC(C)C)C(=O)OC(C)C(NC(=O)C)C(=O)NC(CC2C3C(=CC=CC=3)NC=2)C(=O)NC(C(O)C)C(=O)NC(C(C)C)C(=O)N1)C,4.3782336158738
3189,CC(OC(NCCCCNC1CCN(CCC2C=CC=CC=2)CC1)=O)(C)C,4.96126065189525
