ID,SMILES,Tb.brucei
711,COCOC1CC2=C(C)C3=C(C=CC22COC(=O)C2=C1)C(=O)OC3C1=COC=C1,1.0
874,CC1=CC=C(NC2=NC(Cl)=NC(NC3=CC=C(C=C3)C#N)=N2)C(C)=N1,0.0
753,COC1=CC=CC(=C1)N1C=CN=C1SCC(=O)NC1=CC=CC=C1C(F)(F)F,1.0
853,CC1(COC2=CC=C(OC(F)(F)F)C=C2)CN2C=C(N=C2S1)[N+]([O-])=O,0.0
588,NC1=NC(CN(CCCNCCCCCCCCCCCCNCCCN(CC2=NC(N)=NC(N)=N2)CC2=NC(N)=NC(N)=N2)CC2=NC(N)=NC(N)=N2)=NC(N)=N1,0.0
851,CC1(COCC2=CC=C(OC(F)(F)F)C=C2)CN2C=C(N=C2S1(=O)=O)[N+]([O-])=O,0.0
173,CC1=CC=C(OC2=NC(Cl)=NC(NC3=CC=C(C=C3)C#N)=N2)C(Br)=C1,1.0
1314,COC1=CC=C2N=C(NC3=NC(=CS3)C3=CC=CC=N3)SC2=C1,1.0
628,NC(=S)NN=CC1=CC(Cl)=CC=C1O,0.0
910,OCC1C(O)C(O)CN1CC1=CC=C2C=CC=CC2=C1,0.0
1226,FC1=CC=C(OCCCS(=O)(=O)NCCCC2=CC=CC=C2)C=C1,0.0
1134,CC1=CC=CC(NC2=CC=C(NCCNC(=O)NC3=CC=CC=C3)N=N2)=N1,0.0
674,CNC(=O)C1=CC=CN1C1=CC=C2COB(O)C2=C1,1.0
539,COC1=CC=C(C=C1OCC1=NOC(C)=C1)C1=NN(C(C)C)C(=O)C1(C)C,0.0
906,OCC1C(O)C(O)CN1CC1=CC=C(I)C=C1,0.0
347,CC1=CC=CC(C)=C1NC1=NC(NCCCCCNC2=NC(NC3=CC=C(C=C3)C#N)=NC(NC3=C(C)C=CC=C3C)=N2)=NC(NC2=CC=C(C=C2)C#N)=N1,1.0
691,OB1OCC2=CC=C(C=C12)N1C=CC=C1C(=O)NCCC1=CC=CC=C1,1.0
83,CC1(COCC2=CC=C(OC3=CC=CC=C3)C=C2)CN2C(S1)=NC=C2[N+]([O-])=O,0.0
799,CC1=CC=C(C=C1C)C1=NN=C(NC(=O)C2=CC=C(C=C2)S(=O)(=O)N2CCC3=CC=CC=C3C2)O1,0.0
129,COC1=CC=C(NC(=S)NC2=CC=C3N=C(OC4=CC=C(F)C=C4C(C)O)C(CC4=CC=CC=C4)=CC3=C2)C=C1,1.0
466,C(CCCCNC1=C2CCCCC2=NC2=CC=CC=C12)CCCNC1=C2CCCCC2=NC2=CC=CC=C12,1.0
940,CC1CCN(CC1)C(=O)C1=CC=C(COC2=CC=C(C)C=C2)C=C1,0.0
