ID,SMILES,Tb.rhodesiense
1577,ClC1=CC=C(C=C1)C1CC2(CC(C1CNC2)C1=CC=CC=C1)N1CCCC1,1.0
57,CCC(C)NC(=N)C1=CC=C(NC2=NC3=CC(=CC=C3N2)C(=N)NC(C)CC)C=C1,1.0
1973,NC1=NC(NN=CC2=CC=CO2)=NC(N)=N1,0.0
354,COC1=CC(=CC=C1OCCCCOC1=CC=C(C=C1OC)C1=NCCN1)C1=NCCN1,1.0
1638,O=C(NCCC1=NC(=CS1)C1=CC=CC=C1)C1=CC=CN=C1,1.0
1591,CN(C)C12CC(C(C(C1)C1=CC=CC=C1)N(CCCN1CCN(C)CC1)CC2)C1=CC=CC=C1,0.0
1844,NC(NN=CC1=CC=CC(=C1)C(N)=N)=NN=CC1=CC(=CC=C1)C(N)=N,1.0
545,[O-][N+](=O)C1=NC=CN1CCNC1=C2C=CC=CC2=NC2=CC=CC=C12,1.0
1868,C(CN=C(NC1CCCCC1)NC1CCCCC1)CN(CCN=C(NC1CCCCC1)NC1CCCCC1)C(NC1CCCCC1)=NC1CCCCC1,1.0
320,NC(=N)NC1=CC=C(N=C1)C1=CC=C(C=C1)C1=CC=C(NC(N)=N)C=N1,1.0
2240,OC1=CC=CC=C1C(=O)NC(=O)C1=CC=C(C=C1)N1CCOCC1,0.0
2235,NS(=O)(=O)OCC1OC(C=C1)N1C=CC(=O)NC1=O,0.0
794,CSCC1OC(C(O)C1O)N1C=NC2=C(N)N=C(F)N=C12,1.0
156,CC(C)OC1=CC(NC(=N)C2=CN=CC=N2)=CC=C1C1=CC=C(O1)C1=CC=C(NC(=N)C2=CN=CC=N2)C=C1OC(C)C,1.0
2047,OC1(CN2CCC1CC2)C#CC1=CC=C2C=CNC2=C1,0.0
1873,OP(O)(=O)C(NC1=CC=C(Cl)C=N1)P(O)(O)=O,0.0
173,[O-][N+](=O)C1=NN(CC(=O)NC2=CC=CC(=C2)C2=CC=CC=C2)C=N1,0.0
1770,CN1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(C=C23)C(F)(F)F)CC1,1.0
1583,C(CN1CCC2(CC(C1C(C2)C1=CC=CC=C1)C1=CC=CC=C1)N1CCCCC1)N1CCCC1,0.0
175,[O-][N+](=O)C1=NN(CC(=O)NC2CCN(CC3=CC=CC=C3)CC2)C=N1,0.0
1809,OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO,1.0
1493,NC(=N)C1=CC(=CC=C1)C1=NOC(=C1)C1=CC=C(C=N1)C(N)=N,1.0
454,COC1=CC=CC=C1NC(=O)NC1=CC=C2N=C(OC3=CC=C(F)C=C3C(C)O)C(CC3=CC=CC=C3)=CC2=C1,1.0
270,OC1=CC=C(CC(=O)NCCCCNCCCNC(=O)CC2=CC=C(O)C(O)=C2)C=C1O,1.0
379,C(COC1=CC(=CC=C1)C1=NCCN1)COC1=CC=CC(=C1)C1=NCCN1,1.0
1076,CCN(CC)CCC(=O)N1CC2C(CC(CC2C2=CC=CC=C2)(C1)N(C)C)C1=CC=CC=C1,1.0
1306,COC1=CC=C(C=C1C1=CN(N=N1)C1=CC=CC(=C1)C(N)=N)C(N)=N,1.0
1837,O=C(NCCCN(CCNC(=O)OCC1=CC=CC=C1)CCC1=CC=CC=C1)OCC1=CC=CC=C1,1.0
1940,CCCCCCOCCOCCC1(C)SC(O)=C(CC)C1=O,0.0
731,CC(C)C1=CC=C(CN2C3=CC=C(OC(C)=O)C=C3C(C)=CC2(C)C)C=C1,1.0
630,OC1CC2C(C3OC(=O)C(=C)C3C(O)CC2=C)C1=C,1.0
1487,NC(=N)C1=CC=CC(=C1)C1=NOC(=C1)C1=CC=C(N=C1)C(N)=N,1.0
523,CC1=CC=C(OC2=NC(Cl)=NC(NC3=CC=C(C=C3)C#N)=N2)C(Cl)=C1,1.0
597,CC(C)NC(=N)C1=CC=C2OC(=CC2=C1)C1=CC=C(OCCCOC2=CC=CC=C2)C=C1,1.0
1906,NC(=NO)C1=CC=C(N=C1)C1=CC=C(O1)C1=CC=C(C=C1)C(=N)NO,0.0
1295,COC1=CC(=CC=C1C1=CN(N=N1)C1=CC=C(C=C1)C(N)=N)C(N)=N,1.0
1239,C1CC2=C(C1)C=C(NC1=NCCN1)C=C2,1.0
1052,CN(C)C12CC(C(NCC1)C(C2)C1=CC=C(C)C=C1)C1=CC=C(C)C=C1,1.0
800,CSCC1OC(C(O)C1O)N1C=NC2=C(N)N=C(N=[N+]=[N-])N=C12,0.0
1946,CCCCCCCCCCC1(C)SC(=O)C(CCC)=C1OCCCCCCO[Si](C)(C)C(C)(C)C,0.0
2027,CC(C)(C)[Si](OCC1OC(CC1O)N1C=CC(=O)NC1=O)(C1=CC=CC=C1)C1=CC=CC=C1,1.0
1799,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,0.0
2069,CC1=CC=C(N)C=C1C#CC1(O)CN2CCC1CC2,0.0
396,NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C(N)=N)C(F)=C2)C=C1F,1.0
968,CC(C)(C)OC(=O)NCCCCCCCNC1CCN(CCC2=CC=CC=C2)CC1,1.0
2221,CNC(NC#N)=NCCSCC1=C(C)NC=N1,0.0
424,COC1=CC(=O)OC(=C1)C1C(C(C1C1=CC=CC=C1)C1=CC=CC=C1)C1=CC(OC)=CC(=O)O1,0.0
578,CC(C)NC(=N)C1=CC=C2OC(=CC2=C1)C1=CC=C(OCCCCCCOC2=CC=CC=C2)C=C1,1.0
563,[O-][N+](=O)C1=NN(CCCCNC2=CC=NC3=CC(=CC=C23)C(F)(F)F)C=N1,1.0
1890,OC(CSC1=CC=NC=C1)(P(O)(O)=O)P(O)(O)=O,0.0
1314,CC(C)NC(=N)C1=CC=C(C=C1)C1=CN(N=N1)C1=CC=C(C=C1O)C(=N)NC(C)C,1.0
1681,ClC1=CC=CC=C1C(=O)NCCC1=CSC(=N1)C1=CC=CC=C1,1.0
1626,O=C(NCCC1=NC(=CS1)C1=CC=CC=C1)C1=CC=CN1,1.0
486,CC1=CC(C)=C(NC2=CC=NC(NC3=CC=C(C=C3)C#N)=N2)C(C)=C1,0.0
844,CCCCCCCC(=O)OC1=CC=C2N(CC3=CC=CC=C3)C(C)(C)C=C(C)C2=C1,1.0
416,COC1=CC(=O)OC(=C1)C1C(C(C1C1=CC=C(OC)C(OC)=C1)C1=CC(OC)=CC(=O)O1)C1=CC=C(OC)C(OC)=C1,1.0
484,CC1=CC(Cl)=CC(C)=C1OC1=NC(Cl)=NC(NC2=CC=C(C=C2)C#N)=N1,1.0
2034,CCC(C(C)C)C(=O)CC(C)C1=C(O)C(=O)C2C3=CCC4CC(CCC4(C)C3CCC12C)OC1OC(C(O)C(OC2OCC(O)C(O)C2O)C1O)C(=O)OC,1.0
579,C(COC1=CC=CC=C1)COC1=CC=C(C=C1)C1=CC2=CC(=CC=C2O1)C1=NCCN1,1.0
1492,NC(=N)C1=CC=C(C=C1)C1=CC(=NO1)C1=CC(=CC=N1)C(N)=N,1.0
345,NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=NO)C=C1,1.0
142,CC1=CC(=CC=C1Br)N1C=NC(=C1)[N+]([O-])=O,1.0
2238,CC(C)(C)C1=CC=C(C=C1)[N+](C)(C)CCCN,0.0
2171,CSC1=CC=C(C=C1)C1=NOC(CN2N=NC3C2C(=O)N(C3=O)C2=CC=CC=C2)=N1,0.0
